readingDtUtz,valuePsi,celsius,fahrenheit
2021-12-10T11:12:57,1648,3.14,37.652
2021-12-10T11:13:21,184,3.14,37.652
2021-12-10T11:13:59,1648,3.14,37.652
2021-12-10T11:14:12,184,3.14,37.652
2021-12-10T11:14:35,1656,3.14,37.652
2021-12-10T11:14:46,176,3.14,37.652
2021-12-10T11:24:08,1648,3.14,37.652
2021-12-10T11:24:36,184,3.14,37.652
2021-12-10T11:26:34,1656,3.14,37.652
2021-12-10T17:37:41,1648,4.76,40.568
2021-12-11T10:26:15,184,-1.61,29.102
2021-12-13T07:13:46,1632,-2.41,27.662
2021-12-13T07:16:10,1648,-2.41,27.662
2021-12-13T07:16:42,1648,-2.41,27.662
2021-12-13T07:17:36,1648,-2.41,27.662
2021-12-13T07:19:50,1648,-2.41,27.662
2021-12-13T07:20:22,1648,-2.41,27.662
2021-12-13T07:20:53,1648,-2.41,27.662
2021-12-13T07:21:30,1648,-2.41,27.662
2021-12-13T07:24:18,1648,-2.41,27.662
2021-12-13T07:24:50,1648,-2.41,27.662
2021-12-13T07:26:56,1648,-2.41,27.662
2021-12-13T07:27:27,1648,-2.41,27.662
2021-12-13T07:28:47,1640,-2.41,27.662
2021-12-13T07:29:18,1648,-2.41,27.662
2021-12-13T07:30:18,1640,-2.41,27.662
2021-12-13T07:30:48,1640,-2.41,27.662
2021-12-13T07:32:03,1640,-2.41,27.662
2021-12-13T07:32:34,1640,-2.41,27.662
2021-12-13T07:36:32,1648,-2.41,27.662
2021-12-13T07:37:04,1648,-2.41,27.662
2021-12-13T07:39:57,1648,-2.41,27.662
2021-12-13T07:42:11,1640,-2.41,27.662
2021-12-13T07:43:27,1648,-2.41,27.662
2021-12-13T07:43:50,1640,-2.41,27.662
2021-12-13T07:46:05,1648,-2.41,27.662
2021-12-13T07:46:28,1640,-2.41,27.662
2021-12-13T09:30:20,1648,-2.41,27.662
2021-12-13T14:24:34,1664,4.91,40.838
2021-12-13T14:24:54,1648,4.91,40.838
2021-12-14T06:46:01,1648,0.7,33.26
2021-12-14T06:49:56,1648,0.7,33.26
2021-12-14T06:50:40,1656,0.7,33.26
2021-12-14T06:51:35,1656,0.7,33.26
2021-12-14T06:51:59,1656,0.7,33.26
2021-12-14T06:54:35,1656,0.7,33.26
2021-12-14T06:55:38,1656,0.7,33.26
2021-12-14T06:56:09,1656,0.7,33.26
2021-12-14T06:56:33,1648,0.7,33.26
2021-12-14T07:01:55,1648,-0.8200000000000001,30.524
2021-12-14T07:02:37,1656,-0.8200000000000001,30.524
2021-12-14T07:03:08,1648,-0.8200000000000001,30.524
2021-12-14T07:03:39,1648,-0.8200000000000001,30.524
2021-12-14T07:04:05,1648,-0.8200000000000001,30.524
2021-12-14T07:06:08,1648,-0.8200000000000001,30.524
2021-12-14T07:07:13,1648,-0.8200000000000001,30.524
2021-12-14T07:07:45,1648,-0.8200000000000001,30.524
2021-12-14T07:08:45,1648,-0.8200000000000001,30.524
2021-12-14T07:09:17,1640,-0.8200000000000001,30.524
2021-12-14T07:10:36,1648,-0.8200000000000001,30.524
2021-12-14T07:11:07,1648,-0.8200000000000001,30.524
2021-12-14T07:12:20,1640,-0.8200000000000001,30.524
2021-12-14T07:12:51,1640,-0.8200000000000001,30.524
2021-12-14T07:59:22,1656,-0.8200000000000001,30.524
2021-12-14T07:59:52,1648,-0.8200000000000001,30.524
2021-12-14T08:01:48,1648,-0.8200000000000001,30.524
2021-12-14T08:02:19,1640,-0.8200000000000001,30.524
2021-12-14T08:03:52,1640,-0.8200000000000001,30.524
2021-12-14T08:04:23,1640,-0.8200000000000001,30.524
2021-12-14T08:06:01,1640,-0.8200000000000001,30.524
2021-12-14T08:06:32,1640,-0.8200000000000001,30.524
2021-12-14T09:42:07,1648,-0.8200000000000001,30.524
2021-12-15T06:44:17,1648,10.13,50.234
2021-12-15T06:44:49,1648,10.13,50.234
2021-12-15T06:46:09,1648,10.13,50.234
2021-12-15T06:46:41,1640,10.13,50.234
2021-12-15T06:48:44,1640,10.13,50.234
2021-12-15T06:49:16,1640,10.13,50.234
2021-12-15T06:51:15,1640,10.13,50.234
2021-12-15T06:51:46,1640,10.13,50.234
2021-12-15T08:09:32,1640,12.81,55.058
2021-12-15T08:10:03,1640,12.81,55.058
2021-12-16T06:31:50,1640,17.97,64.346
2021-12-16T06:32:21,1648,17.97,64.346
2021-12-16T06:33:53,1648,17.97,64.346
