date,mean_valuePsi,median_valuePsi,max_valuePsi,min_valuePsi,mean_celsius,median_celsius,max_celsius,min_celsius,mean_fahrenheit,median_fahrenheit,max_fahrenheit,min_fahrenheit
2021-09-01,1689.2307692307693,1688.0,1696.0,1680.0,20.82999999999999,20.83,20.83,20.83,69.49400000000001,69.494,69.494,69.494
2021-09-02,1686.1538461538462,1688.0,1696.0,1672.0,25.98,25.98,25.98,25.98,78.76400000000001,78.76400000000001,78.76400000000001,78.76400000000001
2021-09-03,1683.2941176470588,1688.0,1688.0,1672.0,18.227058823529404,17.72,22.03,17.72,64.80870588235292,63.896,71.654,63.896
2021-09-04,1688.0,1688.0,1696.0,1672.0,20.93416666666666,21.705,22.48,19.08,69.68149999999999,71.069,72.464,66.344
2021-09-05,1683.0,1680.0,1688.0,1680.0,22.61875,26.41,26.84,15.87,72.71375,79.53800000000001,80.312,60.566
2021-09-06,1689.4545454545455,1688.0,1696.0,1680.0,17.596363636363638,16.76,25.96,16.76,63.673454545454554,62.168000000000006,78.72800000000001,62.168000000000006
2021-09-07,1695.6666666666667,1696.0,1704.0,1680.0,21.009999999999994,21.01,21.01,21.01,69.818,69.81800000000001,69.81800000000001,69.81800000000001
2021-09-09,828.0,768.0,1024.0,752.0,15.725,13.94,21.08,13.94,60.305,57.092,69.94399999999999,57.092
2021-09-10,720.0,720.0,720.0,720.0,15.68,15.68,15.68,15.68,60.224,60.224,60.224,60.224
2021-09-11,898.6666666666666,816.0,1080.0,800.0,29.02,29.02,29.02,29.02,84.23599999999999,84.23599999999999,84.23599999999999,84.23599999999999
2021-09-12,824.0,824.0,840.0,808.0,26.125,26.125,29.93,22.32,79.025,79.025,85.874,72.176
2021-09-13,824.0,824.0,824.0,824.0,24.66,24.66,24.66,24.66,76.388,76.388,76.388,76.388
2021-09-14,864.0,864.0,864.0,864.0,23.51,23.51,23.51,23.51,74.31800000000001,74.31800000000001,74.31800000000001,74.31800000000001
2021-09-15,797.3333333333334,760.0,912.0,736.0,21.025,21.025,23.16,18.89,69.845,69.845,73.688,66.00200000000001
2021-09-16,1120.0,1112.0,1304.0,944.0,17.21,13.72,24.19,13.72,62.978,56.696,75.542,56.696
2021-09-17,941.3333333333334,944.0,960.0,920.0,25.433333333333334,29.16,29.16,17.98,77.78,84.488,84.488,64.364
2021-09-18,954.6666666666666,976.0,984.0,904.0,23.27,23.27,23.27,23.27,73.886,73.886,73.886,73.886
2021-09-19,922.0,912.0,968.0,896.0,32.1,32.1,32.1,32.1,89.78,89.78,89.78,89.78
2021-09-20,1090.6666666666667,1080.0,1168.0,1024.0,23.75,22.43,26.39,22.43,74.75,72.374,79.50200000000001,72.374
2021-09-21,1016.0,1016.0,1016.0,1016.0,18.32,18.32,18.32,18.32,64.976,64.976,64.976,64.976
2021-09-22,1120.0,1144.0,1264.0,952.0,13.050000000000002,13.05,13.05,13.05,55.49,55.49,55.49,55.49
2021-09-23,1004.0,972.0,1128.0,944.0,10.83,10.83,10.83,10.83,51.494,51.494,51.494,51.494
2021-09-24,976.0,976.0,984.0,968.0,11.78,11.78,11.78,11.78,53.204,53.204,53.204,53.204
2021-09-25,1128.0,1112.0,1256.0,1032.0,17.4525,18.939999999999998,18.95,12.98,63.414500000000004,66.092,66.11,55.364
2021-09-26,1176.0,1160.0,1280.0,1088.0,23.32,26.14,26.14,12.04,73.976,79.05199999999999,79.05199999999999,53.672
2021-09-27,1182.0,1180.0,1208.0,1160.0,17.0375,15.15,22.7,15.15,62.667500000000004,59.27,72.86,59.27
2021-09-29,852.0,852.0,856.0,848.0,10.93,10.93,10.93,10.93,51.674,51.674,51.674,51.674
2021-09-30,1034.6666666666667,1112.0,1120.0,872.0,12.67,12.02,13.97,12.02,54.806000000000004,53.636,57.146,53.636
2021-10-01,1192.0,1192.0,1192.0,1192.0,16.12,16.12,16.12,16.12,61.016000000000005,61.016000000000005,61.016000000000005,61.016000000000005
2021-10-02,1112.0,1112.0,1128.0,1096.0,17.25,17.25,22.15,12.35,63.05,63.05,71.87,54.23
2021-10-03,1109.3333333333333,1112.0,1128.0,1088.0,18.97,18.97,18.97,18.97,66.146,66.146,66.146,66.146
2021-10-04,1048.0,1048.0,1184.0,912.0,14.615,14.615,14.89,14.34,58.307,58.307,58.80200000000001,57.812
2021-10-05,1028.0,1028.0,1128.0,928.0,12.26,12.26,12.26,12.26,54.068,54.068,54.068,54.068
2021-10-06,1125.3333333333333,1024.0,1352.0,1000.0,13.87,13.87,13.87,13.87,56.966,56.966,56.966,56.966
2021-10-07,1092.0,1072.0,1168.0,1056.0,15.395,14.17,19.07,14.17,59.711,57.506,66.326,57.506
2021-10-08,1144.0,1144.0,1160.0,1128.0,18.96,18.96,22.06,15.86,66.128,66.128,71.708,60.548
2021-10-09,1203.2,1184.0,1304.0,1160.0,17.288,17.36,17.36,17.0,63.118399999999994,63.248000000000005,63.248000000000005,62.6
2021-10-11,1108.8,1072.0,1232.0,1064.0,16.31,16.31,16.31,16.31,61.35799999999999,61.358,61.358,61.358
2021-10-12,1200.0,1200.0,1264.0,1136.0,16.4825,14.245000000000001,23.8,13.64,61.6685,57.641000000000005,74.84,56.55200000000001
2021-10-13,1174.4,1112.0,1368.0,1080.0,17.96,19.36,19.36,15.86,64.328,66.848,66.848,60.548
2021-10-15,1134.0,1132.0,1160.0,1104.0,17.319999999999997,17.32,17.32,17.32,63.175999999999995,63.176,63.176,63.176
2021-10-16,1104.0,1128.0,1168.0,936.0,22.802,23.44,23.44,20.25,73.0436,74.19200000000001,74.19200000000001,68.45
2021-10-17,1120.0,1116.0,1192.0,1056.0,14.715,13.86,17.28,13.86,58.487,56.948,63.104,56.948
2021-10-18,1276.8,1280.0,1368.0,1200.0,11.214000000000002,11.73,11.73,10.44,52.185199999999995,53.114,53.114,50.792
2021-10-19,1288.0,1288.0,1304.0,1272.0,15.94,15.94,15.94,15.94,60.692,60.692,60.692,60.692
2021-10-20,1248.0,1248.0,1248.0,1248.0,13.37,13.37,13.37,13.37,56.066,56.066,56.066,56.066
2021-10-21,1272.0,1272.0,1272.0,1272.0,23.95,23.95,23.95,23.95,75.11,75.11,75.11,75.11
2021-10-22,1226.0,1224.0,1256.0,1200.0,18.06,18.06,18.06,18.06,64.508,64.508,64.508,64.508
2021-10-23,1354.6666666666667,1352.0,1368.0,1344.0,13.69,15.43,15.43,10.21,56.641999999999996,59.774,59.774,50.378
2021-10-24,1332.0,1332.0,1376.0,1288.0,14.28,14.28,14.28,14.28,57.704,57.704,57.704,57.704
2021-10-25,1056.0,1056.0,1056.0,1056.0,11.38,11.38,11.38,11.38,52.484,52.484,52.484,52.484
2021-10-26,1045.3333333333333,1080.0,1136.0,920.0,14.21,14.21,14.21,14.21,57.578,57.578,57.578,57.578
2021-10-27,1122.6666666666667,1040.0,1312.0,1016.0,8.116666666666667,6.96,10.43,6.96,46.60999999999999,44.528,50.774,44.528
2021-10-29,1206.4,1200.0,1280.0,1168.0,7.956,10.42,10.42,4.26,46.3208,50.756,50.756,39.668
2021-10-30,1152.0,1152.0,1288.0,1016.0,14.95,14.95,14.95,14.95,58.91,58.91,58.91,58.91
2021-10-31,1004.8,1016.0,1112.0,888.0,18.024,19.06,19.06,13.88,64.4432,66.30799999999999,66.30799999999999,56.984
2021-11-01,1288.0,1288.0,1368.0,1208.0,11.76,11.76,12.2,11.32,53.168000000000006,53.168000000000006,53.96,52.376000000000005
2021-11-02,1354.6666666666667,1328.0,1456.0,1280.0,12.15,14.02,14.02,8.41,53.87,57.236,57.236,47.138
2021-11-03,1266.0,1260.0,1304.0,1240.0,9.3625,11.47,11.47,3.04,48.852500000000006,52.646,52.646,37.472
2021-11-04,1356.0,1356.0,1408.0,1304.0,3.57,3.57,7.34,-0.1999999999999999,38.426,38.426,45.212,31.64
2021-11-05,1584.0,1620.0,1656.0,1440.0,4.7625,4.015000000000001,10.1,0.92,40.5725,39.227000000000004,50.18,33.656
2021-11-06,1456.0,1448.0,1544.0,1416.0,4.553999999999999,-0.43,12.03,-0.43,40.197199999999995,31.226,53.654,31.226
