date,mean_valuePsi,median_valuePsi,max_valuePsi,min_valuePsi,mean_celsius,median_celsius,max_celsius,min_celsius,mean_fahrenheit,median_fahrenheit,max_fahrenheit,min_fahrenheit
2021-08-18,593.3333333333334,596.0,616.0,560.0,29.95,30.1,30.1,29.2,85.91000000000001,86.18,86.18,84.56
2021-08-19,667.2,640.0,816.0,592.0,28.956,30.47,30.47,23.66,84.1208,86.846,86.846,74.588
2021-08-20,596.0,596.0,608.0,584.0,30.755000000000003,30.755000000000003,31.42,30.09,87.35900000000001,87.35900000000001,88.55600000000001,86.162
2021-08-23,625.7777777777778,632.0,640.0,600.0,26.397777777777776,29.37,31.58,20.99,79.516,84.866,88.844,69.782
2021-08-24,620.0,620.0,640.0,600.0,27.5125,24.145,38.43,23.33,81.52250000000001,75.461,101.174,73.994
2021-08-25,663.1111111111111,664.0,688.0,632.0,31.701111111111103,36.75,36.75,25.39,89.062,98.15,98.15,77.702
2021-08-26,620.0,676.0,728.0,160.0,30.4475,32.03,33.18,22.56,86.8055,89.654,91.724,72.608
2021-08-27,597.7142857142857,752.0,808.0,168.0,34.62714285714286,35.6,35.6,33.33,94.32885714285715,96.08,96.08,91.994
2021-08-29,875.2,848.0,984.0,832.0,27.053999999999995,25.65,29.58,25.65,80.6972,78.17,85.244,78.17
2021-08-30,868.5714285714286,868.0,1144.0,536.0,22.96214285714285,22.645,27.2,19.2,73.33185714285716,72.761,80.96000000000001,66.56
2021-08-31,892.4444444444445,864.0,1152.0,752.0,22.646666666666665,21.82,27.18,19.22,72.764,71.27600000000001,80.924,66.596
2021-12-19,624.0,624.0,624.0,624.0,-3.81,-3.81,-3.81,-3.81,25.142,25.142,25.142,25.142
2021-12-20,689.3333333333334,684.0,712.0,680.0,-5.509999999999999,-2.9699999999999998,-2.56,-11.0,22.081999999999997,26.654,27.392,12.2
2021-12-21,670.0,716.0,744.0,184.0,3.2799999999999994,5.26,5.26,-4.19,37.90400000000001,41.468,41.468,24.458
2021-12-22,738.0,744.0,760.0,704.0,0.28,0.28,0.28,0.28,32.504,32.504,32.504,32.504
2021-12-23,760.0,760.0,760.0,760.0,-6.4,-6.4,-6.4,-6.4,20.48,20.48,20.48,20.48
2021-12-24,928.0,928.0,928.0,928.0,-4.25,-4.25,-4.25,-4.25,24.35,24.35,24.35,24.35
2021-12-26,776.0,776.0,776.0,776.0,-2.44,-2.44,-2.44,-2.44,27.608,27.608,27.608,27.608
2021-12-27,756.0,756.0,760.0,752.0,1.085,1.085,2.06,0.11,33.953,33.953,35.708,32.198
2021-12-28,732.0,732.0,736.0,728.0,5.33,5.33,5.33,5.33,41.594,41.594,41.594,41.594
2021-12-31,768.0,768.0,776.0,760.0,6.263333333333333,5.44,7.91,5.44,43.274,41.792,46.238,41.792
2022-01-02,720.0,720.0,720.0,720.0,1.37,1.37,1.37,1.37,34.466,34.466,34.466,34.466
2022-01-03,844.8,856.0,888.0,776.0,-8.558000000000002,-10.14,-4.23,-10.14,16.595599999999997,13.747999999999998,24.386,13.747999999999998
2022-01-04,904.0,896.0,920.0,896.0,-3.92,-3.92,-3.92,-3.92,24.944,24.944,24.944,24.944
2022-01-05,868.0,872.0,904.0,832.0,5.243333333333333,8.28,8.28,-0.83,41.437999999999995,46.904,46.904,30.506
2022-01-06,900.0,904.0,928.0,840.0,-1.1500000000000001,-1.4300000000000002,0.25,-1.4300000000000002,29.929999999999996,29.426,32.45,29.426
2022-01-07,968.0,968.0,968.0,968.0,-5.04,-5.04,-5.04,-5.04,22.928,22.928,22.928,22.928
