date,mean_valuePsi,median_valuePsi,max_valuePsi,min_valuePsi,mean_celsius,median_celsius,max_celsius,min_celsius,mean_fahrenheit,median_fahrenheit,max_fahrenheit,min_fahrenheit
2021-08-30,460.26666666666665,460.0,568.0,376.0,23.852000000000007,26.09,27.2,19.2,74.93360000000001,78.962,80.96000000000001,66.56
2021-08-31,539.6923076923077,552.0,656.0,440.0,22.44307692307693,21.82,27.18,19.22,72.39753846153846,71.27600000000001,80.924,66.596
2021-12-19,626.9090909090909,620.0,712.0,560.0,-5.253636363636361,-3.69,-3.69,-7.99,22.543454545454544,25.358,25.358,17.618
2021-12-20,636.5333333333333,632.0,704.0,592.0,-3.215999999999999,-2.61,-2.61,-10.75,26.211200000000016,27.302,27.302,12.65
2021-12-21,562.3783783783783,564.0,736.0,464.0,0.514324324324325,-1.57,5.44,-1.57,32.925783783783764,29.174,41.792,29.174
2021-12-22,509.6,516.0,544.0,464.0,1.94,1.94,1.94,1.94,35.492000000000004,35.492,35.492,35.492
2021-12-23,472.0,472.0,488.0,456.0,-5.01,-5.01,-5.01,-5.01,22.982,22.982,22.982,22.982
2021-12-24,515.3333333333334,512.0,560.0,456.0,-6.62,-6.62,-6.62,-6.62,20.084,20.084,20.084,20.084
2021-12-25,500.0,500.0,520.0,480.0,-0.99,-0.99,-0.99,-0.99,30.218,30.218,30.218,30.218
2021-12-27,473.6,472.0,504.0,448.0,-2.16,-3.41,0.23,-4.44,28.111999999999995,25.862,32.414,24.008000000000003
2021-12-28,472.0,468.0,512.0,432.0,3.69,2.39,5.64,2.39,38.641999999999996,36.302,42.152,36.302
2021-12-31,124.0,124.0,128.0,120.0,7.5299999999999985,7.27,8.05,7.27,45.554,45.086,46.49,45.086
2022-01-03,160.0,168.0,176.0,128.0,-5.232857142857143,-7.82,1.33,-8.01,22.58085714285715,17.924,34.394,17.582
2022-01-04,174.06896551724137,176.0,208.0,160.0,-8.115172413793108,-12.3,-1.21,-13.38,17.39268965517241,9.86,29.822,7.915999999999997
2022-01-05,168.0,168.0,176.0,160.0,10.240909090909089,10.77,10.77,8.83,50.433636363636374,51.386,51.386,47.894
2022-01-06,175.11111111111111,168.0,216.0,160.0,1.954444444444446,0.45,4.71,-1.3,35.517999999999994,32.81,40.478,29.66
2022-01-07,211.0,216.0,232.0,184.0,-4.865,-5.37,-2.53,-6.19,23.243000000000002,22.334,27.446,20.858
2022-01-08,250.66666666666666,264.0,280.0,208.0,-5.743333333333333,-6.34,-4.55,-6.34,21.661999999999995,20.588,23.81,20.588
2022-01-09,232.0,232.0,240.0,224.0,-9.24,-9.24,-9.24,-9.24,15.368,15.368,15.368,15.368
2022-01-10,280.94117647058823,288.0,344.0,208.0,-6.397647058823526,-5.12,-4.6,-8.29,20.48423529411764,22.784,23.72,17.078000000000003
2022-01-11,358.0869565217391,344.0,496.0,288.0,-16.980000000000008,-18.24,-11.28,-18.24,1.4360000000000042,-0.8320000000000007,11.696000000000002,-0.8320000000000007
2022-01-12,350.22222222222223,400.0,432.0,168.0,-13.447777777777773,-15.29,1.29,-15.29,7.794000000000001,4.4780000000000015,34.322,4.4780000000000015
2022-01-13,141.33333333333334,144.0,160.0,128.0,4.3966666666666665,5.18,7.71,-0.49,39.91400000000001,41.324,45.878,31.118
2022-01-14,144.0,144.0,160.0,136.0,0.018571428571428555,-0.81,2.38,-1.39,32.03342857142857,30.542,36.284,29.498
2022-01-15,164.0,164.0,168.0,160.0,-18.25,-18.25,-18.25,-18.25,-0.8500000000000014,-0.8500000000000014,-0.8500000000000014,-0.8500000000000014
2022-01-16,264.0,264.0,272.0,256.0,-6.34,-6.34,-6.34,-6.34,20.588,20.588,20.588,20.588
2022-01-17,216.0,220.0,224.0,200.0,3.7833333333333337,5.4,5.4,0.55,38.81,41.72,41.72,32.99
2022-01-18,239.6,240.0,264.0,208.0,-7.678499999999997,-7.13,-7.13,-9.08,18.17869999999999,19.166,19.166,15.656
2022-05-14,129.6,136.0,144.0,104.0,26.238,23.17,30.84,23.17,79.2284,73.706,87.512,73.706
2022-05-15,129.6,128.0,136.0,120.0,22.874000000000002,24.35,24.35,20.66,73.17320000000002,75.83000000000001,75.83000000000001,69.188
2022-05-16,176.42105263157896,144.0,432.0,128.0,20.840526315789464,21.83,22.08,19.63,69.51294736842108,71.294,71.744,67.334
2022-05-17,228.88888888888889,220.0,288.0,192.0,19.13,20.7,21.83,16.65,66.43400000000001,69.25999999999999,71.294,61.97
2022-05-18,268.0,288.0,328.0,104.0,16.96090909090909,18.74,20.93,13.88,62.529636363636364,65.732,69.674,56.984
2022-05-19,330.15384615384613,328.0,440.0,104.0,16.12692307692307,15.25,20.11,14.03,61.02846153846153,59.45,68.19800000000001,57.254
2022-05-20,332.8695652173913,360.0,416.0,112.0,14.462608695652174,13.95,18.92,12.47,58.03269565217393,57.11,66.05600000000001,54.446
2022-05-21,377.3333333333333,360.0,464.0,328.0,19.31,16.81,25.38,15.74,66.758,62.258,77.684,60.332
2022-05-22,452.0,452.0,480.0,424.0,21.93,21.93,21.93,21.93,71.474,71.474,71.474,71.474
2022-05-23,318.2857142857143,312.0,576.0,128.0,18.46928571428571,17.235,22.03,16.88,65.2447142857143,63.022999999999996,71.654,62.384
2022-05-24,306.94736842105266,336.0,376.0,104.0,16.320526315789476,15.7,17.59,14.83,61.37694736842104,60.26,63.662,58.694
2022-05-25,507.04,496.0,696.0,368.0,15.066400000000005,14.91,19.86,12.29,59.11952000000002,58.838,67.74799999999999,54.122
2022-05-26,533.9607843137255,552.0,960.0,112.0,17.310980392156882,17.05,21.45,12.44,63.15976470588238,62.69,70.61,54.392
2022-05-27,525.2571428571429,504.0,984.0,120.0,20.527142857142856,20.47,26.3,16.75,68.94885714285715,68.846,79.34,62.150000000000006
2022-05-28,290.6666666666667,268.0,464.0,152.0,23.28,23.28,23.28,23.28,73.904,73.904,73.904,73.904
2022-05-29,441.6,488.0,544.0,160.0,21.264,24.18,24.18,16.89,70.2752,75.524,75.524,62.402
2022-05-31,770.6666666666666,772.0,816.0,728.0,22.233333333333334,26.35,26.35,14.0,72.02,79.43,79.43,57.2
2022-06-01,719.6595744680851,776.0,1008.0,104.0,14.586170212765953,14.38,15.84,14.0,58.25510638297873,57.884,60.512,57.2
2022-06-02,716.2352941176471,712.0,872.0,592.0,14.835294117647061,14.38,16.72,14.01,58.70352941176473,57.884,62.096,57.218
2022-06-03,638.6666666666666,628.0,1048.0,104.0,14.22933333333333,14.24,16.53,13.26,57.612799999999986,57.632000000000005,61.754000000000005,55.868
2022-06-04,586.6666666666666,596.0,616.0,536.0,13.99,13.58,14.81,13.58,57.18200000000001,56.444,58.658,56.444
2022-06-05,600.0,596.0,656.0,552.0,19.645,19.645,23.49,15.8,67.36099999999999,67.36099999999999,74.282,60.44
2022-06-06,417.5652173913044,368.0,1160.0,104.0,21.19086956521739,22.98,23.76,15.97,70.14356521739133,73.364,74.768,60.746
2022-06-07,758.4,792.0,912.0,104.0,24.893800000000013,26.82,26.82,17.64,76.80883999999998,80.27600000000001,80.27600000000001,63.752
2022-06-08,819.9245283018868,840.0,1456.0,104.0,22.691886792452824,21.95,27.29,19.11,72.84539622641503,71.50999999999999,81.122,66.398
2022-06-09,383.0769230769231,136.0,880.0,112.0,24.599230769230775,24.4,28.57,18.06,76.27861538461536,75.92,83.426,64.508
2022-06-10,137.33333333333334,136.0,152.0,112.0,21.956666666666663,22.99,24.46,17.43,71.522,73.382,76.028,63.374
2022-06-11,140.0,144.0,160.0,120.0,22.171249999999993,23.43,25.64,18.6,71.90825000000001,74.174,78.152,65.48
2022-06-12,130.66666666666666,136.0,144.0,112.0,24.3,24.3,24.3,24.3,75.74000000000001,75.74000000000001,75.74000000000001,75.74000000000001
2022-06-13,146.25,136.0,264.0,112.0,25.370000000000008,27.01,28.22,19.94,77.66600000000001,80.618,82.79599999999999,67.892
2022-06-14,176.33333333333334,184.0,224.0,112.0,26.023750000000007,26.48,27.01,20.21,78.84275,79.664,80.618,68.378
2022-06-15,200.30769230769232,216.0,248.0,120.0,20.6473076923077,21.67,21.67,18.22,69.16515384615384,71.006,71.006,64.79599999999999
2022-06-16,304.390243902439,328.0,440.0,104.0,19.881219512195134,21.07,21.07,16.48,67.78619512195118,69.926,69.926,61.664
2022-06-17,350.2857142857143,344.0,400.0,320.0,23.89571428571429,23.15,29.55,19.36,75.01228571428571,73.67,85.19,66.848
