date,mean_valuePsi,median_valuePsi,max_valuePsi,min_valuePsi,mean_celsius,median_celsius,max_celsius,min_celsius,mean_fahrenheit,median_fahrenheit,max_fahrenheit,min_fahrenheit
2021-12-19,1346.2857142857142,1328.0,1672.0,1072.0,-6.548571428571427,-7.88,-3.93,-7.88,20.212571428571444,17.816000000000003,24.926,17.816000000000003
2021-12-20,1537.5238095238096,1552.0,1712.0,1248.0,-7.493333333333334,-10.87,-2.72,-10.87,18.511999999999997,12.434,27.104,12.434
2021-12-21,1144.0,1496.0,1776.0,432.0,0.21599999999999991,-3.0,5.04,-3.0,32.3888,26.6,41.072,26.6
2021-12-22,412.0,412.0,416.0,408.0,-1.95,-1.95,-1.95,-1.95,28.49,28.49,28.49,28.49
2021-12-23,452.0,452.0,456.0,448.0,-5.87,-5.87,-5.87,-5.87,21.434,21.434,21.434,21.434
2021-12-24,458.0,456.0,472.0,448.0,-1.96,-1.96,-1.96,-1.96,28.472,28.472,28.472,28.472
2021-12-25,452.0,452.0,456.0,448.0,-0.27,-0.27,-0.27,-0.27,31.514,31.514,31.514,31.514
2021-12-26,436.0,436.0,448.0,424.0,-1.16,-1.16,-1.16,-1.16,29.912,29.912,29.912,29.912
2021-12-27,448.0,448.0,456.0,440.0,0.755,0.755,1.52,-0.01,33.358999999999995,33.358999999999995,34.736,31.982
2021-12-29,406.0,404.0,416.0,400.0,5.42,5.42,5.42,5.42,41.756,41.756,41.756,41.756
2021-12-30,412.0,412.0,416.0,408.0,3.27,3.27,3.27,3.27,37.886,37.886,37.886,37.886
2021-12-31,397.0,396.0,408.0,392.0,7.115,7.245,7.76,6.21,44.807,45.041,45.968,43.178
2022-01-01,388.0,388.0,392.0,384.0,10.84,10.84,10.84,10.84,51.512,51.512,51.512,51.512
2022-01-02,402.0,396.0,424.0,392.0,4.14,4.14,6.92,1.36,39.452000000000005,39.452,44.456,34.448
2022-01-03,456.8,456.0,472.0,440.0,-8.473999999999998,-8.02,-8.02,-10.04,16.746799999999997,17.564,17.564,13.928
2022-01-04,485.14285714285717,488.0,512.0,456.0,-4.878571428571426,-1.41,-1.41,-13.55,23.218571428571426,29.462,29.462,7.609999999999999
2022-01-05,453.3333333333333,460.0,520.0,400.0,6.216666666666666,10.07,10.07,-1.49,43.19,50.126000000000005,50.126000000000005,29.318
2022-01-06,448.0,432.0,560.0,408.0,0.22500000000000003,0.22499999999999998,0.36,0.09,32.405,32.405,32.648,32.162
2022-01-07,469.6,460.0,528.0,440.0,-5.554,-6.36,-2.33,-6.36,22.002799999999997,20.552,27.806,20.552
2022-01-08,570.0,540.0,680.0,520.0,-4.66,-4.66,-4.66,-4.66,23.612,23.612,23.612,23.612
2022-01-09,473.3333333333333,468.0,504.0,456.0,-1.0599999999999998,1.66,1.66,-6.5,30.092,34.988,34.988,20.3
2022-01-10,536.0,544.0,672.0,448.0,-6.081818181818182,-5.44,-5.44,-8.46,21.052727272727267,22.208,22.208,16.772
2022-01-11,577.6,552.0,672.0,528.0,-19.184,-18.22,-18.22,-20.63,-2.5311999999999997,-0.7959999999999994,-0.7959999999999994,-5.134
2022-01-12,580.6666666666666,584.0,648.0,520.0,-5.173333333333335,0.37,0.37,-16.26,22.688,32.666,32.666,2.731999999999996
2022-01-13,528.8421052631579,536.0,656.0,464.0,3.4000000000000004,0.52,6.6,0.52,38.12,32.936,43.88,32.936
2022-01-14,569.0909090909091,572.0,720.0,424.0,-1.419090909090909,-1.75,-0.84,-1.75,29.44563636363638,28.85,30.488,28.85
2022-01-15,598.8571428571429,592.0,664.0,544.0,-22.085714285714282,-24.66,-18.54,-24.66,-7.754285714285713,-12.387999999999998,-1.372,-12.387999999999998
2022-01-16,658.2857142857143,664.0,728.0,552.0,-8.178571428571432,-6.29,-6.29,-19.4,17.27857142857143,20.678,20.678,-2.9200000000000017
2022-01-17,567.6666666666666,572.0,608.0,528.0,2.0016666666666665,0.16,4.8,-0.94,35.603,32.288,40.64,30.308
2022-01-18,596.3333333333334,584.0,736.0,536.0,-8.405833333333332,-8.88,-7.35,-9.31,16.86949999999999,16.016,18.77,15.241999999999996
2022-05-14,1496.2051282051282,1528.0,1816.0,1080.0,23.290256410256404,22.18,30.84,22.18,73.92246153846155,71.924,87.512,71.924
2022-05-15,1587.764705882353,1660.0,1920.0,136.0,22.122058823529418,23.625,24.36,19.24,71.81970588235293,74.525,75.848,66.632
2022-05-16,236.79012345679013,104.0,1896.0,104.0,19.075123456790173,18.15,23.26,18.15,66.33522222222223,64.67,73.868,64.67
2022-05-17,406.22222222222223,404.0,576.0,120.0,18.953888888888883,18.67,20.81,16.45,66.11699999999996,65.606,69.458,61.61
2022-05-18,452.6666666666667,524.0,744.0,104.0,19.623333333333342,21.05,21.05,13.84,67.32200000000005,69.89,69.89,56.912
2022-05-19,615.7037037037037,600.0,728.0,504.0,14.508888888888889,14.74,14.74,13.7,58.11600000000002,58.532,58.532,56.66
2022-05-20,378.69565217391306,336.0,776.0,112.0,16.147826086956538,18.21,18.72,12.51,61.06608695652171,64.778,65.696,54.518
2022-05-21,676.8955223880597,640.0,1080.0,160.0,22.61955223880598,25.68,25.68,16.65,72.71519402985076,78.224,78.224,61.97
2022-05-22,1195.7551020408164,1128.0,1816.0,584.0,25.052142857142876,20.68,30.41,20.68,77.09385714285719,69.224,86.738,69.224
2022-05-23,1437.2173913043478,1824.0,1944.0,104.0,17.668260869565213,16.84,21.85,16.84,63.802869565217364,62.312,71.33000000000001,62.312
2022-05-24,562.1094527363184,520.0,1256.0,112.0,14.239651741293528,13.91,16.1,13.64,57.63137313432819,57.038,60.98,56.55200000000001
2022-05-25,397.3565217391304,368.0,640.0,128.0,17.546521739130416,20.27,20.27,11.51,63.583739130434665,68.48599999999999,68.48599999999999,52.718
2022-05-26,629.925925925926,620.0,728.0,552.0,17.286111111111104,14.35,21.4,12.1,63.11499999999998,57.83,70.52,53.78
2022-05-27,626.6666666666666,672.0,736.0,128.0,22.820000000000004,26.34,26.34,16.64,73.07600000000002,79.412,79.412,61.952
2022-05-28,852.0,912.0,1000.0,168.0,20.44333333333334,20.37,23.61,19.89,68.79799999999999,68.666,74.49799999999999,67.80199999999999
2022-05-29,1021.0,1008.0,1152.0,944.0,21.275,21.275,24.32,18.23,70.295,70.295,75.77600000000001,64.814
2022-05-31,764.0,748.0,840.0,720.0,21.9,21.9,26.37,17.43,71.42,71.42,79.46600000000001,63.374
2022-06-01,706.6666666666666,712.0,736.0,664.0,15.466666666666667,15.49,15.49,15.42,59.839999999999996,59.882000000000005,59.882000000000005,59.756
2022-06-02,836.0,836.0,856.0,816.0,17.15,17.15,17.15,17.15,62.87,62.87,62.87,62.87
2022-06-03,765.3333333333334,760.0,800.0,744.0,14.443333333333333,13.31,16.71,13.31,57.99799999999999,55.958,62.078,55.958
2022-06-04,936.0,932.0,1008.0,872.0,20.88,20.88,20.88,20.88,69.584,69.584,69.584,69.584
2022-06-05,888.0,884.0,944.0,840.0,22.544999999999998,22.545,23.65,21.44,72.581,72.581,74.57,70.59200000000001
2022-06-06,950.0,940.0,992.0,928.0,22.245000000000005,22.68,24.57,19.05,72.041,72.824,76.226,66.28999999999999
2022-06-07,982.6666666666666,964.0,1072.0,944.0,21.606666666666666,20.81,26.78,17.23,70.892,69.458,80.20400000000001,63.014
2022-06-08,928.6666666666666,1044.0,1128.0,176.0,22.508333333333336,22.659999999999997,26.49,17.92,72.515,72.788,79.68199999999999,64.256
2022-06-09,1201.2,1208.0,1304.0,1088.0,22.988000000000003,22.66,28.34,17.8,73.37839999999997,72.78800000000001,83.012,64.03999999999999
