date,mean_valuePsi,median_valuePsi,max_valuePsi,min_valuePsi,mean_celsius,median_celsius,max_celsius,min_celsius,mean_fahrenheit,median_fahrenheit,max_fahrenheit,min_fahrenheit
2021-08-27,652.8695652173913,664.0,744.0,528.0,29.21434782608696,33.33,35.6,23.41,84.5858260869565,91.994,96.08,74.138
2021-08-28,698.8571428571429,676.0,824.0,624.0,27.23142857142857,25.6,37.02,25.6,81.01657142857145,78.08000000000001,98.636,78.08000000000001
2021-08-29,728.8421052631579,736.0,768.0,688.0,27.981578947368416,25.65,35.48,25.65,82.36684210526315,78.17,95.864,78.17
2021-08-30,753.875,736.0,928.0,648.0,21.76281250000002,19.2,27.2,19.2,71.17306249999999,66.56,80.96000000000001,66.56
2021-08-31,921.4222222222222,912.0,1024.0,840.0,22.32399999999999,19.22,27.18,19.22,72.1832,66.596,80.924,66.596
2021-12-19,848.0,848.0,888.0,808.0,-3.83,-3.83,-3.83,-3.83,25.106,25.106,25.106,25.106
2021-12-20,926.0,924.0,1032.0,832.0,-7.461666666666666,-10.97,-2.55,-10.97,18.569,12.253999999999998,27.41,12.253999999999998
2022-01-17,1416.9156626506024,1788.0,2032.0,176.0,0.5216265060240961,0.63,0.63,-1.94,32.93892771084339,33.134,33.134,28.508
2022-05-14,613.0,628.0,640.0,552.0,24.639999999999997,22.56,30.88,22.56,76.352,72.608,87.584,72.608
2022-05-15,614.0,616.0,656.0,568.0,21.8,21.799999999999997,24.31,19.29,71.24,71.24000000000001,75.758,66.72200000000001
2022-05-16,581.2,596.0,656.0,160.0,21.725999999999992,22.65,22.65,19.57,71.10679999999999,72.77,72.77,67.226
2022-05-17,640.9230769230769,640.0,712.0,576.0,19.78076923076923,20.75,20.75,16.55,67.6053846153846,69.35,69.35,61.790000000000006
2022-05-18,690.5,684.0,760.0,640.0,18.252083333333324,21.02,21.02,13.86,64.85374999999996,69.836,69.836,56.948
2022-05-19,757.8181818181819,760.0,864.0,672.0,14.466363636363646,14.98,14.98,13.85,58.03945454545451,58.964,58.964,56.93
2022-05-20,796.4255319148937,824.0,928.0,592.0,16.165957446808513,17.68,18.82,12.48,61.09872340425537,63.824,65.876,54.464
2022-05-21,646.6,640.0,720.0,584.0,22.091999999999995,25.5,25.5,16.72,71.76560000000003,77.9,77.9,62.096
2022-05-22,763.2380952380952,760.0,832.0,696.0,22.859047619047626,20.19,29.25,20.19,73.14628571428577,68.34200000000001,84.65,68.34200000000001
2022-05-23,837.2173913043479,840.0,904.0,768.0,17.838260869565225,16.86,20.61,16.86,64.10886956521736,62.348,69.098,62.348
2022-05-24,905.75,888.0,1008.0,832.0,15.147500000000003,15.87,15.87,13.99,59.265500000000024,60.566,60.566,57.182
2022-05-25,965.8823529411765,976.0,1048.0,840.0,17.8335294117647,20.02,20.02,14.71,64.1003529411765,68.036,68.036,58.478
2022-05-26,1070.1818181818182,1088.0,1128.0,944.0,19.533636363636372,21.41,21.41,14.53,67.16054545454546,70.53800000000001,70.53800000000001,58.154
2022-05-27,874.9090909090909,876.0,1144.0,648.0,22.63272727272725,20.33,26.3,20.33,72.73890909090913,68.594,79.34,68.594
2022-05-28,895.2,896.0,944.0,824.0,22.262,23.23,23.5,20.49,72.07160000000002,73.814,74.30000000000001,68.882
2022-05-31,1040.923076923077,1040.0,1136.0,952.0,22.114615384615377,26.37,26.37,17.15,71.80630769230764,79.46600000000001,79.46600000000001,62.87
2022-06-01,1093.7435897435898,1104.0,1256.0,920.0,15.360512820512819,15.65,15.65,14.36,59.648923076923076,60.17,60.17,57.848
2022-06-02,808.0,580.0,1304.0,520.0,15.496999999999996,15.61,16.94,13.95,59.89459999999998,60.098,62.492,57.11
2022-06-03,566.8571428571429,560.0,624.0,544.0,15.165714285714289,16.61,16.61,13.24,59.298285714285726,61.898,61.898,55.832
2022-06-04,616.0,616.0,624.0,608.0,13.48,13.48,13.48,13.48,56.264,56.264,56.264,56.264
2022-06-05,598.0,600.0,616.0,576.0,16.015,16.015,16.61,15.42,60.827,60.827,61.898,59.756
2022-06-06,580.8888888888889,584.0,664.0,448.0,20.996666666666666,19.3,24.06,15.53,69.794,66.74000000000001,75.30799999999999,59.954
2022-06-07,579.2,580.0,624.0,520.0,23.55100000000001,23.91,26.79,17.44,74.39180000000002,75.03800000000001,80.22200000000001,63.392
2022-06-08,572.5714285714286,576.0,624.0,488.0,22.749523809523804,24.19,26.51,17.9,72.94914285714283,75.542,79.718,64.22
2022-06-09,618.9629629629629,624.0,672.0,560.0,23.77666666666668,28.47,28.47,17.91,74.79800000000004,83.24600000000001,83.24600000000001,64.238
2022-06-10,666.8,652.0,1032.0,592.0,21.481,21.634999999999998,24.5,17.23,70.66579999999998,70.943,76.1,63.014
2022-06-11,648.0,656.0,672.0,600.0,18.460000000000004,18.46,18.46,18.46,65.22800000000001,65.22800000000001,65.22800000000001,65.22800000000001
2022-06-12,612.0,612.0,624.0,600.0,24.38,24.38,24.38,24.38,75.884,75.884,75.884,75.884
2022-06-13,577.2,620.0,664.0,144.0,22.088,20.57,28.16,20.57,71.75840000000005,69.02600000000001,82.688,69.02600000000001
2022-06-14,645.25,640.0,744.0,592.0,24.000624999999996,26.01,26.5,20.08,75.20112500000005,78.81800000000001,79.7,68.144
2022-06-15,671.8333333333334,684.0,784.0,552.0,19.984166666666642,19.04,21.93,18.21,67.97150000000006,66.272,71.474,64.778
2022-06-16,710.4,696.0,912.0,616.0,20.09200000000001,19.44,21.2,19.44,68.16559999999997,66.992,70.16,66.992
2022-06-17,637.6,644.0,664.0,616.0,26.906,29.51,29.51,23.0,80.43079999999998,85.118,85.118,73.4
2022-06-18,660.0,660.0,672.0,648.0,18.88,18.88,18.88,18.88,65.98400000000001,65.98400000000001,65.98400000000001,65.98400000000001
2022-06-19,738.8571428571429,732.0,792.0,696.0,14.115714285714287,14.67,16.42,11.39,57.40828571428572,58.406,61.556,52.502
2022-06-20,743.7777777777778,736.0,824.0,688.0,19.106666666666655,16.38,24.56,13.35,66.39200000000002,61.484,76.208,56.03
2022-06-21,681.7777777777778,760.0,824.0,104.0,20.80685185185185,23.0,23.0,18.13,69.45233333333339,73.4,73.4,64.634
2022-06-22,862.9230769230769,880.0,976.0,152.0,17.896153846153865,16.41,20.85,16.41,64.21307692307695,61.538,69.53,61.538
2022-06-23,1014.9090909090909,1008.0,1128.0,928.0,19.647727272727256,18.26,22.06,15.57,67.3659090909091,64.868,71.708,60.026
2022-06-24,1092.5,1088.0,1192.0,1008.0,22.604999999999997,22.604999999999997,26.63,18.58,72.68899999999998,72.689,79.934,65.44399999999999
2022-06-25,1131.2,1124.0,1184.0,1096.0,22.377999999999997,20.61,29.45,20.61,72.2804,69.098,85.00999999999999,69.098
2022-06-26,1124.0,1120.0,1144.0,1112.0,25.27,25.27,25.27,25.27,77.48599999999999,77.48599999999999,77.48599999999999,77.48599999999999
2022-06-27,1105.4545454545455,1104.0,1160.0,976.0,23.442727272727282,22.97,24.01,22.97,74.19690909090909,73.346,75.218,73.346
2022-06-28,1131.6363636363637,1144.0,1248.0,1032.0,21.230909090909083,19.14,24.89,19.14,70.21563636363634,66.452,76.80199999999999,66.452
2022-06-29,1310.0,1320.0,1432.0,1192.0,23.013571428571424,22.03,27.34,17.04,73.42442857142855,71.654,81.212,62.672
2022-06-30,592.0,464.0,1424.0,408.0,23.04285714285714,20.79,26.56,19.25,73.47714285714287,69.422,79.80799999999999,66.65
2022-07-01,483.0,480.0,512.0,456.0,28.09499999999999,28.095,33.66,22.53,82.57099999999998,82.571,92.588,72.554
2022-07-04,428.0,428.0,520.0,336.0,21.87,21.87,21.87,21.87,71.366,71.366,71.366,71.366
2022-07-05,502.8965517241379,504.0,552.0,456.0,22.758965517241382,22.21,23.61,21.07,72.96613793103451,71.97800000000001,74.49799999999999,69.926
2022-07-06,514.0,520.0,552.0,464.0,26.371000000000016,28.22,28.22,20.38,79.46780000000004,82.79599999999999,82.79599999999999,68.684
2022-07-07,539.5555555555555,544.0,592.0,488.0,24.08555555555556,25.81,25.81,21.93,75.35400000000001,78.458,78.458,71.474
2022-07-08,553.4545454545455,556.0,592.0,496.0,25.542727272727266,27.52,29.58,21.11,77.97690909090907,81.536,85.244,69.99799999999999
2022-07-09,558.0,560.0,600.0,512.0,23.195,23.195,24.04,22.35,73.751,73.751,75.27199999999999,72.23
2022-07-10,564.0,564.0,592.0,536.0,22.99,22.99,22.99,22.99,73.382,73.382,73.382,73.382
2022-07-11,580.0,580.0,640.0,528.0,26.61666666666666,29.26,29.26,21.33,79.91000000000003,84.668,84.668,70.394
2022-07-12,554.4,560.0,648.0,496.0,27.82499999999998,32.18,32.18,20.34,82.085,89.924,89.924,68.612
2022-07-13,537.6,536.0,576.0,496.0,27.810000000000002,27.810000000000002,31.07,24.55,82.05799999999998,82.05799999999999,87.926,76.19
2022-07-14,624.5,604.0,856.0,536.0,24.759999999999994,21.54,28.9,21.54,76.56799999999997,70.77199999999999,84.02,70.77199999999999
2022-07-15,648.0,652.0,736.0,584.0,24.17,21.65,27.32,21.65,75.506,70.97,81.176,70.97
2022-07-16,692.0,688.0,744.0,648.0,26.779999999999998,28.38,28.38,21.98,80.20400000000001,83.084,83.084,71.564
2022-07-17,754.0,760.0,824.0,672.0,22.73,22.73,22.73,22.73,72.914,72.914,72.914,72.914
2022-07-18,725.5238095238095,712.0,832.0,592.0,24.963333333333317,23.77,29.16,22.73,76.93399999999997,74.786,84.488,72.914
2022-07-19,733.6,732.0,816.0,648.0,30.334000000000003,33.87,33.87,24.66,86.60119999999998,92.966,92.966,76.388
2022-07-20,666.6666666666666,664.0,752.0,600.0,32.51200000000002,35.2,35.2,29.44,90.5216,95.36,95.36,84.992
2022-07-21,700.5333333333333,728.0,760.0,576.0,31.608666666666668,27.89,38.15,26.42,88.8956,82.202,100.67,79.55600000000001
2022-07-22,763.4285714285714,760.0,808.0,728.0,31.46857142857142,33.71,33.71,28.48,88.64342857142856,92.678,92.678,83.26400000000001
2022-07-23,832.0,832.0,848.0,816.0,26.16,26.16,26.16,26.16,79.088,79.088,79.088,79.088
2022-07-24,832.0,832.0,832.0,832.0,29.35,29.35,29.35,29.35,84.83000000000001,84.83000000000001,84.83000000000001,84.83000000000001
2022-07-25,786.0869565217391,792.0,840.0,712.0,33.419130434782616,35.6,35.6,31.04,92.15443478260866,96.08,96.08,87.872
2022-07-26,862.6666666666666,864.0,904.0,832.0,25.959999999999994,27.45,27.45,22.98,78.72800000000001,81.41,81.41,73.364
2022-07-27,909.5,912.0,968.0,848.0,25.139999999999993,25.14,28.52,21.76,77.25200000000001,77.25200000000001,83.336,71.168
2022-07-28,964.2105263157895,952.0,1048.0,864.0,26.977894736842106,24.05,32.76,21.38,80.56021052631579,75.28999999999999,90.968,70.48400000000001
2022-07-29,1021.7142857142857,1032.0,1056.0,888.0,28.93857142857143,31.57,31.57,25.43,84.08942857142858,88.826,88.826,77.774
2022-07-30,946.0,948.0,992.0,896.0,27.305,27.305,29.05,25.56,81.149,81.149,84.28999999999999,78.008
2022-07-31,930.2857142857143,916.0,1016.0,856.0,26.752857142857135,27.33,27.33,23.29,80.15514285714282,81.19399999999999,81.19399999999999,73.922
2022-08-01,978.4615384615385,992.0,1072.0,880.0,25.462307692307697,23.84,29.6,23.45,77.83215384615386,74.912,85.28,74.21000000000001
2022-08-02,984.9230769230769,972.0,1144.0,840.0,28.727692307692312,31.93,34.34,22.75,83.70984615384613,89.474,93.812,72.95
2022-08-03,1072.0,1072.0,1176.0,968.0,27.761428571428574,28.69,28.69,25.44,81.97057142857146,83.642,83.642,77.792
2022-08-04,1079.0,1068.0,1152.0,1040.0,32.20875,35.325,37.62,23.4,89.97574999999998,95.585,99.716,74.12
2022-08-05,1107.3333333333333,1116.0,1144.0,1016.0,33.51999999999999,33.519999999999996,38.41,28.63,92.33600000000001,92.336,101.138,83.53399999999999
2022-08-06,1117.0,1116.0,1168.0,1048.0,34.79,35.9,39.15,28.21,94.622,96.62,102.47,82.778
2022-08-08,1133.7142857142858,1124.0,1192.0,1072.0,35.64,40.68,40.68,27.56,96.152,105.224,105.224,81.608
2022-08-09,1254.5,1276.0,1400.0,1040.0,37.0775,37.385000000000005,41.13,32.82,98.73950000000004,99.293,106.034,91.076
2022-08-10,592.5,520.0,1136.0,488.0,22.165000000000006,23.35,23.35,20.15,71.89699999999998,74.03,74.03,68.27
2022-08-11,572.8,572.0,616.0,520.0,25.283999999999995,26.07,26.07,22.14,77.5112,78.926,78.926,71.852
2022-08-12,560.0,560.0,608.0,520.0,24.703333333333337,25.49,25.49,20.77,76.46600000000002,77.882,77.882,69.386
2022-08-13,592.0,592.0,616.0,568.0,22.7,22.7,22.7,22.7,72.86,72.86,72.86,72.86
2022-08-15,589.3333333333334,592.0,624.0,536.0,23.191111111111113,26.12,26.12,19.53,73.744,79.016,79.016,67.154
2022-08-16,582.2857142857143,588.0,640.0,504.0,22.57285714285715,24.86,24.86,18.9,72.63114285714288,76.74799999999999,76.74799999999999,66.02
2022-08-17,579.5555555555555,584.0,624.0,536.0,21.53000000000001,22.61,22.61,20.18,70.754,72.69800000000001,72.69800000000001,68.324
2022-08-18,579.6,584.0,640.0,528.0,22.405,20.12,25.95,20.12,72.32900000000002,68.21600000000001,78.71000000000001,68.21600000000001
2022-08-19,543.6923076923077,540.0,632.0,480.0,26.779999999999987,22.58,31.68,22.58,80.20399999999995,72.644,89.024,72.644
2022-08-20,604.0,604.0,616.0,592.0,23.21,23.21,23.21,23.21,73.778,73.778,73.778,73.778
2022-08-21,566.4,564.0,624.0,520.0,22.62,22.62,22.62,22.62,72.71599999999998,72.71600000000001,72.71600000000001,72.71600000000001
2022-08-22,602.2857142857143,600.0,632.0,568.0,22.221428571428564,21.72,22.89,21.72,71.99857142857142,71.096,73.202,71.096
2022-08-23,610.6666666666666,608.0,672.0,568.0,22.845333333333347,21.98,24.83,21.44,73.12159999999999,71.564,76.69399999999999,70.59200000000001
2022-08-24,608.0,600.0,672.0,560.0,26.305555555555557,30.12,30.12,20.84,79.34999999999998,86.21600000000001,86.21600000000001,69.512
2022-08-25,615.3333333333334,616.0,688.0,576.0,27.275000000000002,27.275,30.62,23.93,81.095,81.095,87.116,75.074
2022-08-26,635.7333333333333,640.0,696.0,584.0,28.61533333333334,32.11,32.11,23.08,83.5076,89.798,89.798,73.544
2022-08-27,727.0,736.0,768.0,672.0,22.7725,22.845,23.87,21.53,72.99050000000001,73.12100000000001,74.96600000000001,70.754
2022-08-28,688.0,688.0,696.0,680.0,24.71,24.71,24.71,24.71,76.47800000000001,76.47800000000001,76.47800000000001,76.47800000000001
2022-08-29,695.6,692.0,736.0,656.0,27.772999999999996,29.285000000000004,32.52,21.01,81.99140000000004,84.713,90.536,69.81800000000001
2022-08-30,700.48,704.0,808.0,616.0,30.170399999999987,34.78,34.78,24.93,86.30672000000003,94.604,94.604,76.874
2022-08-31,739.5294117647059,740.0,896.0,632.0,26.221764705882336,29.18,29.18,22.62,79.19917647058818,84.524,84.524,72.71600000000001
2022-09-01,649.5049504950495,616.0,864.0,168.0,23.97128712871287,25.68,25.68,18.85,75.1483168316833,78.224,78.224,65.93
2022-09-02,757.4831460674158,752.0,880.0,616.0,17.076629213483145,15.94,21.57,15.43,62.73793258426963,60.692,70.826,59.774
2022-09-03,791.2,792.0,840.0,752.0,23.294000000000004,24.67,24.67,17.79,73.9292,76.406,76.406,64.02199999999999
2022-09-04,885.0,884.0,928.0,824.0,23.38625,19.85,30.86,19.85,74.09525000000002,67.73,87.548,67.73
