Account,Site,Device,Serial No.,Last PSI,Last Full Date,Last Empty Date,Hours Between Full and Empty to Hauler Response Pick Up,Last Success,Pickup Date,Created Date,Reference,Clicked,Notes
Boston University,BU #96 808 Commonwealth,BU #96 808 Comm Ave 35 Yd,31174,1062,2022-05-08T20:18:07,2022-05-12T09:04:06,84,2023-01-04T05:04:37,5/10/2022,2022-05-09T00:19:33,41992877,1,
Boston University,BU #82 Warren Towers 35,BU #82 Warren Towers 35 Yd,31180,253,2021-11-08T12:16:26,2022-05-09T08:22:31,4364,2023-01-04T05:25:18,5/9/2022,2022-05-09T00:13:53,4192575,1,
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,917,2022-05-07T16:09:21,2022-05-10T16:49:09,72,2023-01-04T05:40:26,5/10/2022,2022-05-07T20:10:47,4192881,1,
Boston University,BU #4 Yawkey,BU #4 Yawkey Center 15 Yd,31182,469,,,--,2023-01-04T05:46:25,,2022-05-07T19:53:52,,0,
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,1028,,,--,2023-01-04T05:42:16,,2022-05-06T20:36:12,,0,
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,1393,2022-05-06T08:12:20,2022-05-07T15:33:58,31,2023-01-04T05:35:59,5/7/2022,2022-05-06T12:13:43,4192351,1,
Boston University,BU #108 Agganis Arena,BU #108 Agganis Arena 35 Yd,30851,384,2022-05-05T22:15:00,2022-05-09T12:33:09,86,2023-01-04T05:14:22,5/7/2022,2022-05-06T02:16:26,4192340,1,
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,1148,,,--,2023-01-04T05:42:02,,2022-05-05T20:48:28,,0,
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,357,,,--,2023-01-04T05:43:08,,2022-05-05T17:35:34,,0,
Boston University,BU #102 Student Health Services,BU #102 Student Health Services 35 Yd,31203,1132,2022-05-04T08:30:44,2022-05-06T18:50:56,58,2023-01-04T05:24:56,5/5/2022,2022-05-04T12:31:30,4191224,1,
Boston University,BU #43 West Loading Dock,BU #43 West Loading Dock,31173,456,,,--,2023-01-04T05:35:19,,2022-05-02T23:34:58,,0,
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,338,,,--,2023-01-04T05:44:28,,2022-04-30T11:47:27,,0,
Boston University,BU #46 30 Bay State,BU #46 30 Bay State 20 Yd,31200,709,2022-04-29T08:14:52,2022-05-03T18:39:24,106,2023-01-04T05:32:54,4/30/2022,2022-04-29T12:15:18,4181802,1,
Boston University,BU Fenway,BU Fenway Recycle,31175,919,,,--,2023-01-04T05:05:10,,2022-04-29T02:20:11,,0,
Boston University,BU #4 Yawkey,BU #4 Yawkey Center 15 Yd,31182,469,,,--,2023-01-04T05:46:25,,2022-04-28T16:40:26,,0,
Boston University,BU Med #815 Albany,BU Med 815 Albany 15 Yd,31171,1084,,,--,2023-01-04T05:13:35,,2022-04-28T10:59:28,,0,
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,1393,2022-04-27T22:49:23,2022-04-29T19:54:32,45,2023-01-04T05:35:59,4/29/2022,2022-04-28T02:50:05,4181272,1,
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,1028,,,--,2023-01-04T05:42:16,,2022-04-27T13:05:22,,0,
Boston University,BU #43 West Loading Dock,BU #43 West Loading Dock,31173,456,,,--,2023-01-04T05:35:19,,2022-04-26T14:26:06,,0,
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,1148,,,--,2023-01-04T05:42:02,,2022-04-25T21:53:41,,0,
Boston University,BU 685 Comm Ave,BU 685 Comm Ave,31164,652,,,--,2023-01-04T05:25:10,,2022-04-25T16:43:11,,0,
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,964,2022-04-25T08:23:58,2022-05-11T16:43:24,392,2023-01-04T05:05:42,4/26/2022,2022-04-25T12:24:52,4179311,1,
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,1393,2022-04-20T07:46:50,2022-04-21T22:21:11,38,2023-01-04T05:35:59,4/21/2022,2022-04-20T11:47:14,4177657,1,
Boston University,BU #43 West Loading Dock,BU #43 West Loading Dock,31173,456,,,--,2023-01-04T05:35:19,,2022-04-18T21:28:54,,0,
Boston University,BU #87 College of Engineering,BU #87 College of Engineering 20 Yd,31168,619,,,--,2023-01-04T05:04:50,,2022-04-18T01:40:54,,0,
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union Organic 20 yrd,31191,562,,,--,2023-01-04T05:42:22,,2022-04-17T17:05:00,,0,
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,357,,,--,2023-01-04T05:43:08,,2022-04-16T20:54:02,,0,
Boston University,BU 140 Bay State Rd,140 Bay State,31170,695,,,--,2023-01-04T05:25:09,,2022-04-14T20:36:02,,0,
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,338,,,--,2023-01-04T05:44:28,,2022-04-14T18:45:08,,0,
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,1028,,,--,2023-01-04T05:42:16,,2022-04-14T00:43:00,,0,
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,1393,2022-04-12T10:12:09,2022-04-14T10:01:58,47,2023-01-04T05:35:59,4/13/2022,2022-04-12T14:13:32,4174052,1,
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,1148,,,--,2023-01-04T05:42:02,,2022-04-11T18:38:24,,0,
Boston University,BU #46 30 Bay State,BU #46 30 Bay State 20 Yd,31200,709,,,--,2023-01-04T05:32:54,,2022-04-11T14:43:11,,0,
Boston University,BU #43 West Loading Dock,BU #43 West Loading Dock,31173,456,2022-04-11T08:36:44,2022-04-12T09:11:26,24,2023-01-04T05:35:19,4/12/2022,2022-04-11T12:37:07,4173220,1,
Boston University,BU #4 Yawkey,BU #4 Yawkey Center 15 Yd,31182,469,,,--,2023-01-04T05:46:25,,2022-04-10T22:10:49,,0,
Boston University,BU #105 Kilachand Hall,BU #105 Kilachand Hall 20 Yd,31177,1770,2022-04-10T09:20:56,2022-04-11T18:16:04,32,2022-08-12T07:16:01,4/11/2022,2022-04-10T13:21:38,4173075,1,
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,917,,,--,2023-01-04T05:40:26,,2022-04-09T18:06:40,,0,
Boston University,BU #90 - School of Law,BU #90 - School of Law 35,31167,434,,,--,2023-01-04T05:32:56,,2022-04-07T15:31:47,,0,
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,964,,,--,2023-01-04T05:05:42,,2022-04-07T14:41:08,,0,
Boston University,BU Med #815 Albany,BU Med 815 Albany 15 Yd,31171,1084,,,--,2023-01-04T05:13:35,,2022-04-06T18:19:48,,0,
Boston University,BU #43 West Loading Dock,BU #43 West Loading Dock,31173,456,,,--,2023-01-04T05:35:19,,2022-04-04T20:36:44,,0,
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,1393,2022-04-03T15:45:51,2022-04-05T20:42:36,52,2023-01-04T05:35:59,4/5/2022,2022-04-03T19:46:17,4170437,1,
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,1028,,,--,2023-01-04T05:42:16,,2022-04-01T19:20:16,,0,
Boston University,BU Fenway,BU Fenway Recycle,31175,919,,,--,2023-01-04T05:05:10,,2022-03-31T02:22:10,,0,
Boston University,BU #4 Yawkey,BU #4 Yawkey Center 15 Yd,31182,469,,,--,2023-01-04T05:46:25,,2022-03-29T19:52:39,,0,
Boston University,BU #43 West Loading Dock,BU #43 West Loading Dock,31173,456,2022-03-29T07:20:50,2022-03-30T09:00:04,25,2023-01-04T05:35:19,3/30/2022,2022-03-29T11:21:23,4160814,1,
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,1393,,,--,2023-01-04T05:35:59,,2022-03-28T15:23:07,,0,
Boston University,BU 685 Comm Ave,BU 685 Comm Ave,31164,652,2022-03-28T08:01:48,2022-03-31T01:28:39,65,2023-01-04T05:25:10,3/29/2022,2022-03-28T12:02:13,4160027,1,
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,1148,2022-03-27T15:45:10,2022-03-29T10:31:41,42,2023-01-04T05:42:02,3/29/2022,2022-03-27T19:46:36,4159935,1,
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,917,2022-03-26T16:32:01,2022-03-29T17:04:00,72,2023-01-04T05:40:26,3/29/2022,2022-03-26T20:33:25,4159967,1,
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,357,2022-03-26T13:26:13,2022-03-29T14:09:21,72,2023-01-04T05:43:08,3/29/2022,2022-03-26T17:27:39,4159969,1,
Boston University,BU #102 Student Health Services,BU #102 Student Health Services 35 Yd,31203,1132,2022-03-24T21:59:45,2022-03-30T14:10:25,136,2023-01-04T05:24:56,3/26/2022,2022-03-25T02:00:12,4159452,1,
Boston University,BU #96 808 Commonwealth,BU #96 808 Comm Ave 35 Yd,31174,1062,,,--,2023-01-04T05:04:37,,2022-03-24T15:06:50,,0,
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union Organic 20 yrd,31191,562,,,--,2023-01-04T05:42:22,,2022-03-23T17:04:53,,0,
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,1028,2022-03-22T08:37:58,2022-03-23T13:08:56,28,2023-01-04T05:42:16,3/23/2022,2022-03-22T12:38:23,4158098,1,
Boston University,BU #72 Rafik B Hariri,BU #72 Rafik B Hariri 20 YD,31176,458,2022-03-22T01:45:32,2022-03-24T14:30:36,60,2023-01-04T05:24:40,3/23/2022,2022-03-22T05:46:01,4157258,1,
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,338,2022-03-21T19:54:45,2022-03-23T09:05:33,37,2023-01-04T05:44:28,3/23/2022,2022-03-21T23:55:58,4158042,1,
Boston University,BU Med #815 Albany,BU Med 815 Albany 15 Yd,31171,1084,,,--,2023-01-04T05:13:35,,2022-03-21T19:46:27,,0,
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,1393,2022-03-21T07:52:13,2022-03-22T21:08:35,37,2023-01-04T05:35:59,3/22/2022,2022-03-21T11:53:53,4157419,1,
Boston University,BU 140 Bay State Rd,140 Bay State,31170,695,2022-03-21T07:51:31,2022-03-23T09:50:38,49,2023-01-04T05:25:09,3/22/2022,2022-03-21T11:52:10,4157416,1,
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,964,2022-03-20T21:33:48,2022-03-22T08:34:30,35,2023-01-04T05:05:42,3/22/2022,2022-03-21T01:34:36,4157085,1,
Boston University,BU #4 Yawkey,BU #4 Yawkey Center 15 Yd,31182,469,2022-03-20T11:13:25,2022-03-22T17:44:40,54,2023-01-04T05:46:25,3/21/2022,2022-03-20T15:14:04,4157039,1,
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,917,2022-03-15T19:31:59,2022-03-17T16:38:13,45,2023-01-04T05:40:26,3/17/2022,2022-03-15T23:33:06,4155415,1,
Boston University,BU #46 30 Bay State,BU #46 30 Bay State 20 Yd,31200,709,2022-03-14T20:39:36,2022-03-18T13:06:06,88,2023-01-04T05:32:54,3/16/2022,2022-03-15T00:40:24,4154935,1,
Boston University,BU #72 Rafik B Hariri,BU #72 Rafik B Hariri 20 YD,31176,458,,,--,2023-01-04T05:24:40,,2022-03-10T15:47:23,,0,
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,1393,,,--,2023-01-04T05:35:59,,2022-03-05T19:58:04,,0,
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,1028,,,--,2023-01-04T05:42:16,,2022-03-04T01:35:22,,0,
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,357,2022-03-03T18:28:54,2022-03-05T13:06:24,42,2023-01-04T05:43:08,3/5/2022,2022-03-03T23:29:35,4151119,1,
Boston University,BU #4 Yawkey,BU #4 Yawkey Center 15 Yd,31182,469,,,--,2023-01-04T05:46:25,,2022-03-03T18:47:09,,0,
Boston University,BU #105 Kilachand Hall,BU #105 Kilachand Hall 20 Yd,31177,1770,2022-03-03T10:16:25,2022-03-05T15:31:38,53,2022-08-12T07:16:01,3/4/2022,2022-03-03T15:17:03,4150629,1,
Boston University,BU Fenway,BU Fenway Recycle,31175,919,,,--,2023-01-04T05:05:10,,2022-03-02T12:42:24,,0,
Boston University,BU #90 - School of Law,BU #90 - School of Law 35,31167,434,2022-03-02T07:03:01,2022-03-03T23:48:59,40,2023-01-04T05:32:56,3/3/2022,2022-03-02T12:04:39,4149934,1,
Boston University,BU #43 West Loading Dock,BU #43 West Loading Dock,31173,456,,,--,2023-01-04T05:35:19,,2022-03-01T17:48:29,,0,
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,964,2022-03-01T09:15:13,2022-03-03T06:55:27,45,2023-01-04T05:05:42,3/2/2022,2022-03-01T14:17:13,4142232,1,
Boston University,BU #46 30 Bay State,BU #46 30 Bay State 20 Yd,31200,709,,,--,2023-01-04T05:32:54,,2022-02-28T19:13:27,,0,
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,1148,,,--,2023-01-04T05:42:02,,2022-02-28T14:19:26,,0,
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,1393,2022-02-27T19:41:15,2022-03-01T22:30:01,50,2023-01-04T05:35:59,3/1/2022,2022-02-28T00:43:23,4141451,1,
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,917,2022-02-27T13:44:04,2022-03-01T19:36:17,53,2023-01-04T05:40:26,3/1/2022,2022-02-27T18:45:42,4141452,1,
Boston University,BU #87 College of Engineering,BU #87 College of Engineering 20 Yd,31168,619,2022-02-27T10:32:16,2022-03-01T08:09:07,45,2023-01-04T05:04:50,3/1/2022,2022-02-27T15:33:54,4141454,1,
Boston University,BU #72 Rafik B Hariri,BU #72 Rafik B Hariri 20 YD,31176,458,2022-02-26T19:08:51,2022-02-28T14:07:13,42,2023-01-04T05:24:40,2/28/2022,2022-02-27T00:10:01,4140039,1,
Boston University,BU 685 Comm Ave,BU 685 Comm Ave,31164,652,,,--,2023-01-04T05:25:10,,2022-02-26T08:56:22,,0,
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,338,,,--,2023-01-04T05:44:28,,2022-02-25T22:37:36,,0,
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union Organic 20 yrd,31191,562,,,--,2023-01-04T05:42:22,,2022-02-25T20:13:48,,0,
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,1028,2022-02-22T10:26:04,2022-02-23T14:43:05,28,2023-01-04T05:42:16,2/23/2022,2022-02-22T15:27:43,4139647,1,
Boston University,BU #43 West Loading Dock,BU #43 West Loading Dock,31173,456,2022-02-22T09:27:33,2022-02-23T09:21:50,23,2023-01-04T05:35:19,2/23/2022,2022-02-22T14:28:35,4139366,1,
Boston University,BU #4 Yawkey,BU #4 Yawkey Center 15 Yd,31182,469,2022-02-22T05:59:56,2022-02-23T15:41:41,33,2023-01-04T05:46:25,2/23/2022,2022-02-22T11:01:02,4139395,1,
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,1393,,,--,2023-01-04T05:35:59,,2022-02-20T04:02:47,,0,
Boston University,BU 685 Comm Ave,BU 685 Comm Ave,31164,652,,,--,2023-01-04T05:25:10,,2022-02-19T07:08:37,,0,
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,1148,2022-02-16T16:22:09,2022-02-19T14:16:08,69,2023-01-04T05:42:02,2/18/2022,2022-02-16T21:23:45,4137655,1,
Boston University,BU #72 Rafik B Hariri,BU #72 Rafik B Hariri 20 YD,31176,458,,,--,2023-01-04T05:24:40,,2022-02-16T17:45:45,,0,
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union Organic 20 yrd,31191,562,2022-02-14T18:39:09,2022-02-18T12:54:37,90,2023-01-04T05:42:22,2/16/2022,2022-02-14T23:40:53,4136688,1,
Boston University,BU #43 West Loading Dock,BU #43 West Loading Dock,31173,456,,,--,2023-01-04T05:35:19,,2022-02-14T19:27:55,,0,
Boston University,BU 685 Comm Ave,BU 685 Comm Ave,31164,652,2022-02-14T02:02:56,2022-02-17T10:38:53,80,2023-01-04T05:25:10,2/15/2022,2022-02-14T07:03:50,4135910,1,
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,357,2022-02-13T21:54:59,2022-02-15T12:57:08,39,2023-01-04T05:43:08,2/15/2022,2022-02-14T02:55:36,4135912,1,
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,917,2022-02-13T18:52:34,2022-02-15T18:45:05,47,2023-01-04T05:40:26,2/15/2022,2022-02-13T23:53:48,4135913,1,
Boston University,BU #4 Yawkey,BU #4 Yawkey Center 15 Yd,31182,469,2022-02-13T16:21:39,2022-02-15T17:24:25,49,2023-01-04T05:46:25,2/14/2022,2022-02-13T21:22:18,4135825,1,
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,964,2022-02-13T14:47:45,2022-02-16T14:05:04,71,2023-01-04T05:05:42,2/15/2022,2022-02-13T19:48:20,4135915,1,
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,1393,2022-02-12T20:20:36,2022-02-15T13:29:51,65,2023-01-04T05:35:59,2/15/2022,2022-02-13T01:21:41,4135920,1,
Boston University,BU #72 Rafik B Hariri,BU #72 Rafik B Hariri 20 YD,31176,458,2022-02-11T06:45:16,2022-02-17T13:26:40,150,2023-01-04T05:24:40,2/12/2022,2022-02-11T11:47:16,4135493,1,
Boston University,BU Med #815 Albany,BU Med 815 Albany 15 Yd,31171,1084,2022-02-11T06:29:11,2022-02-14T10:12:24,75,2023-01-04T05:13:35,2/12/2022,2022-02-11T11:31:09,4135488,1,
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,338,2022-02-09T05:06:41,2022-02-10T17:20:09,36,2023-01-04T05:44:28,2/10/2022,2022-02-09T10:07:17,4134614,1,
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,1028,,,--,2023-01-04T05:42:16,,2022-02-08T22:48:11,,0,
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,1028,,,--,2023-01-04T05:42:16,,2022-02-07T22:57:07,,0,
Boston University,BU #72 Rafik B Hariri,BU #72 Rafik B Hariri 20 YD,31176,458,,,--,2023-01-04T05:24:40,,2022-02-07T21:12:57,,0,
Boston University,BU #43 West Loading Dock,BU #43 West Loading Dock,31173,456,,,--,2023-01-04T05:35:19,,2022-02-07T15:34:08,,0,
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,1028,,,--,2023-01-04T05:42:16,,2022-02-07T15:32:53,,0,
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,1393,,,--,2023-01-04T05:35:59,,2022-02-06T00:06:39,,0,
Boston University,BU 140 Bay State Rd,140 Bay State,31170,695,,,--,2023-01-04T05:25:09,,2022-02-05T15:43:42,,0,
Boston University,BU #87 College of Engineering,BU #87 College of Engineering 20 Yd,31168,619,,,--,2023-01-04T05:04:50,,2022-02-05T10:24:58,,0,
Boston University,BU 685 Comm Ave,BU 685 Comm Ave,31164,652,,,--,2023-01-04T05:25:10,,2022-02-05T09:04:13,,0,
Boston University,BU #108 Agganis Arena,BU #108 Agganis Arena 35 Yd,30851,384,,,--,2023-01-04T05:14:22,,2022-02-04T21:34:50,,0,
Boston University,BU #105 Kilachand Hall,BU #105 Kilachand Hall 20 Yd,31177,1770,2022-02-04T07:59:47,2022-02-09T09:47:55,121,2022-08-12T07:16:01,2/5/2022,2022-02-04T13:00:24,4132578,1,
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,1148,,,--,2023-01-04T05:42:02,,2022-02-03T21:37:55,,0,
Boston University,BU #4 Yawkey,BU #4 Yawkey Center 15 Yd,31182,469,2022-01-31T19:20:09,2022-02-04T07:21:49,84,2023-01-04T05:46:25,2/2/2022,2022-02-01T00:21:48,4124013,1,
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,917,2022-01-31T18:46:13,2022-02-02T17:05:13,46,2023-01-04T05:40:26,2/2/2022,2022-01-31T23:48:17,4124014,1,
Boston University,BU #43 West Loading Dock,BU #43 West Loading Dock,31173,456,,,--,2023-01-04T05:35:19,,2022-01-31T21:55:30,,0,
Boston University,BU #43 West Loading Dock,BU #43 West Loading Dock,31173,456,2022-01-31T16:54:51,2022-02-01T14:03:47,21,2023-01-04T05:35:19,2/1/2022,2022-01-31T14:21:17,4123610,1,
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,1393,2022-01-30T17:30:02,2022-02-02T08:58:44,63,2023-01-04T05:35:59,2/1/2022,2022-01-30T22:31:39,4123499,1,
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,964,2022-01-30T13:44:44,2022-02-02T07:08:12,65,2023-01-04T05:05:42,2/1/2022,2022-01-30T18:45:18,4123500,1,
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,357,,,--,2023-01-04T05:43:08,,2022-01-27T01:43:09,,0,
Boston University,BU Fenway,BU Fenway Recycle,31175,919,2022-01-25T20:27:36,2022-01-27T16:18:48,43,2023-01-04T05:05:10,1/27/2022,2022-01-26T01:28:10,4122217,1,
Boston University,BU #43 West Loading Dock,BU #43 West Loading Dock,31173,456,,,--,2023-01-04T05:35:19,,2022-01-25T02:10:04,,0,
Boston University,BU #43 West Loading Dock,BU #43 West Loading Dock,31173,456,,,--,2023-01-04T05:35:19,,2022-01-25T00:04:06,,0,
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,1148,2022-01-23T11:03:59,2022-01-31T18:25:31,199,2023-01-04T05:42:02,1/25/2022,2022-01-23T16:05:18,4121041,1,
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,338,2022-01-17T08:53:59,2022-01-18T16:53:12,31,2023-01-04T05:44:28,1/18/2022,2022-01-17T13:54:48,4118923,1,
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,1028,2022-01-17T08:20:23,2022-02-07T17:28:12,513,2023-01-04T05:42:16,1/18/2022,2022-01-17T12:19:06,4118902,1,
Boston University,BU #87 College of Engineering,BU #87 College of Engineering 20 Yd,31168,619,,,--,2023-01-04T05:04:50,,2022-01-15T19:12:02,,0,
Boston University,BU #96 808 Commonwealth,BU #96 808 Comm Ave 35 Yd,31174,1062,2022-01-14T09:03:01,2022-01-19T22:00:28,132,2023-01-04T05:04:37,1/15/2022,2022-01-14T14:04:34,4118236,1,
Boston University,BU #4 Yawkey,BU #4 Yawkey Center 15 Yd,31182,469,,,--,2023-01-04T05:46:25,,2022-01-13T17:42:11,,0,
Boston University,BU #90 - School of Law,BU #90 - School of Law 35,31167,434,2022-01-11T21:45:10,2022-02-01T23:47:55,506,2023-01-04T05:32:56,1/13/2022,2022-01-12T02:46:43,4117127,1,
Boston University,BU Med 700,BU Med 700 Albany 20 Yd,31185,512,,,--,2023-01-04T05:44:38,,2022-01-07T23:10:30,,0,
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,1148,2021-12-31T19:09:20,2022-01-05T22:06:19,122,2023-01-04T05:42:02,1/3/2022,2022-01-01T00:10:51,4106232,1,
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,917,,,--,2023-01-04T05:40:26,,2021-12-20T00:29:56,,0,
Boston University,BU #105 Kilachand Hall,BU #105 Kilachand Hall 20 Yd,31177,1770,,,--,2022-08-12T07:16:01,,2021-12-19T21:18:01,,0,
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,357,,,--,2023-01-04T05:43:08,,2021-12-19T15:55:20,,0,
Boston University,BU 140 Bay State Rd,140 Bay State,31170,695,,,--,2023-01-04T05:25:09,,2021-12-18T10:57:55,,0,
Boston University,BU #72 Rafik B Hariri,BU #72 Rafik B Hariri 20 YD,31176,458,,,--,2023-01-04T05:24:40,,2021-12-15T03:02:24,,0,
Boston University,BU #87 College of Engineering,BU #87 College of Engineering 20 Yd,31168,619,,,--,2023-01-04T05:04:50,,2021-12-15T00:34:44,,0,
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,917,,,--,2023-01-04T05:40:26,,2021-12-13T02:05:08,,0,
Boston University,BU #4 Yawkey,BU #4 Yawkey Center 15 Yd,31182,469,,,--,2023-01-04T05:46:25,,2021-12-12T09:52:40,,0,
Boston University,BU Med 700,BU Med 700 Albany 20 Yd,31185,512,,,--,2023-01-04T05:44:38,,2021-12-10T20:42:47,,0,
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,1028,2021-12-09T08:02:00,2021-12-13T15:56:12,103,2023-01-04T05:42:16,12/10/2021,2021-12-09T13:04:11,4098337,1,
Boston University,BU #2 Student Village,BU #2 Student Village 35 Yd,31178,357,2021-12-08T09:10:52,2021-12-09T17:18:53,32,2023-01-04T05:43:08,12/9/2021,2021-12-08T14:11:04,4097845,1,
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,338,2021-12-07T10:41:28,2021-12-09T14:56:38,52,2023-01-04T05:44:28,12/8/2021,2021-12-07T15:41:43,4097474,1,
Boston University,BU #69 - Graduate Apartments,BU #69 - Graduate Apartments 17 Yd,31186,1148,,,--,2023-01-04T05:42:02,,2021-12-06T17:22:54,,0,
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,964,,,--,2023-01-04T05:05:42,,2021-12-03T15:27:14,,0,
Boston University,BU #90 - School of Law,BU #90 - School of Law 35,31167,434,,,--,2023-01-04T05:32:56,,2021-12-03T00:26:31,,0,
Boston University,BU #4 Yawkey,BU #4 Yawkey Center 15 Yd,31182,469,,,--,2023-01-04T05:46:25,,2021-12-02T20:15:43,,0,
Boston University,BU #72 Rafik B Hariri,BU #72 Rafik B Hariri 20 YD,31176,458,2021-11-10T20:06:27,2021-11-30T14:38:25,474,2023-01-04T05:24:40,11/30/2021,2021-11-30T12:15:58,4086097,1,
Boston University,BU #105 Kilachand Hall,BU #105 Kilachand Hall 20 Yd,31177,1770,,,--,2022-08-12T07:16:01,,2021-11-25T12:54:43,,0,
Boston University,BU #46 30 Bay State,BU #46 30 Bay State 20 Yd,31200,709,,,--,2023-01-04T05:32:54,,2021-11-24T21:11:20,,0,
Boston University,BU #48 Student Village #2,BU #48 Student Village #2 20 Yd,30932,917,,,--,2023-01-04T05:40:26,,2021-11-23T22:58:51,,0,
Boston University,BU #43 West Loading Dock,BU #43 West Loading Dock,31173,456,2021-11-23T10:59:53,2022-01-02T09:22:13,958,2023-01-04T05:35:19,11/24/2021,2021-11-23T16:00:05,4085372,1,
Boston University,BU 140 Bay State Rd,140 Bay State,31170,695,2021-11-22T11:18:46,2021-11-28T16:32:44,149,2023-01-04T05:25:09,11/24/2021,2021-11-22T16:18:55,4084949,1,
Boston University,BU #108 Agganis Arena,BU #108 Agganis Arena 35 Yd,30851,384,,,--,2023-01-04T05:14:22,,2021-11-20T05:31:28,,0,
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,964,,,--,2023-01-04T05:05:42,,2021-11-19T15:51:21,,0,
