Account,Site,Device,Serial No.,Alert Type,Beginning Date,End Date,Days Open
Boston University,BU #35 22 Babbit,BU #35 22 Babbit 35 Yd,31183,Full Event Not Triggered,2022-12-13T05:55:31,2022-12-22T08:00:31,9
Boston University,BU #90 - School of Law,BU #90 - School of Law 35,31167,Full Event Not Triggered,2021-08-18T15:01:52,2021-09-09T07:21:07,22
Boston University,BU #90 - School of Law,BU #90 - School of Law 35,31167,Full Event Not Triggered,2021-09-16T19:48:58,2021-10-27T22:51:58,42
Boston University,BU #90 - School of Law,BU #90 - School of Law 35,31167,Full Event Not Triggered,2021-11-04T07:39:08,2021-12-02T19:26:31,29
Boston University,BU #90 - School of Law,BU #90 - School of Law 35,31167,Full Event Not Triggered,2021-12-10T06:00:17,2022-01-11T21:46:43,33
Boston University,BU #90 - School of Law,BU #90 - School of Law 35,31167,Full Event Not Triggered,2022-01-19T05:44:24,2022-01-31T18:40:12,12
Boston University,BU #90 - School of Law,BU #90 - School of Law 35,31167,Full Event Not Triggered,2022-01-31T18:40:38,2022-03-02T07:04:39,30
Boston University,BU #90 - School of Law,BU #90 - School of Law 35,31167,Full Event Not Triggered,2022-03-09T17:59:58,2022-04-07T11:31:47,29
Boston University,BU #90 - School of Law,BU #90 - School of Law 35,31167,Full Event Not Triggered,2022-04-14T18:36:21,2022-05-09T22:43:53,26
Boston University,BU #90 - School of Law,BU #90 - School of Law 35,31167,Full Event Not Triggered,2022-05-17T04:54:37,2022-06-24T06:19:54,38
Boston University,BU #90 - School of Law,BU #90 - School of Law 35,31167,Full Event Not Triggered,2022-07-01T07:07:45,2022-08-22T07:08:30,52
Boston University,BU #90 - School of Law,BU #90 - School of Law 35,31167,Full Event Not Triggered,2022-08-29T19:12:27,2022-09-23T14:20:51,25
Boston University,BU #90 - School of Law,BU #90 - School of Law 35,31167,Full Event Not Triggered,2022-09-30T19:27:52,2022-10-26T06:53:15,26
Boston University,BU #90 - School of Law,BU #90 - School of Law 35,31167,Full Event Not Triggered,2022-11-02T18:32:13,2022-11-23T01:16:10,21
Boston University,BU #90 - School of Law,BU #90 - School of Law 35,31167,No PSI Readings,2022-11-27T05:05:39,2022-11-28T18:43:07,1
Boston University,BU #90 - School of Law,BU #90 - School of Law 35,31167,Full Event Not Triggered,2022-11-30T05:33:48,2022-12-19T04:15:59,19
Boston University,BU #90 - School of Law,BU #90 - School of Law 35,31167,No PSI Readings,2022-12-26T17:26:43,2022-12-28T06:03:28,2
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,Full Event Not Triggered,2021-08-24T10:47:05,2021-08-27T07:05:29,3
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,Full Event Not Triggered,2021-09-03T07:44:13,2022-01-30T17:31:39,149
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,Full Event Not Triggered,2022-02-27T05:18:34,2022-02-27T19:42:51,1
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,Full Event Not Triggered,2022-03-12T17:41:34,2022-03-21T07:53:53,9
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,Full Event Not Triggered,2022-04-10T18:00:22,2022-04-12T10:13:32,2
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,Device Comm Error,2022-04-14T02:18:24,2022-04-14T10:02:24,0
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,Full Event Not Triggered,2022-04-19T17:50:16,2022-04-20T07:47:14,1
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,Full Event Not Triggered,2022-04-27T18:26:48,2022-04-27T22:49:46,1
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,Full Event Not Triggered,2022-05-05T06:33:47,2022-05-06T08:13:44,1
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,Full Event Not Triggered,2022-05-20T18:43:17,2022-05-22T13:38:26,2
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,Full Event Not Triggered,2022-05-29T18:22:13,2022-06-08T14:56:09,10
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,Full Event Not Triggered,2022-06-15T18:39:55,2022-06-26T10:47:36,11
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,Device Comm Error,2022-07-07T14:57:19,2022-07-08T07:08:23,1
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,Full Event Not Triggered,2022-07-03T19:23:28,2022-07-16T23:20:24,14
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,Full Event Not Triggered,2022-07-24T06:50:53,2022-07-29T06:10:43,5
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,Full Event Not Triggered,2022-08-08T19:13:58,2022-08-22T07:18:59,14
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,Full Event Not Triggered,2022-08-29T18:38:52,2022-09-05T22:03:49,8
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,Full Event Not Triggered,2022-09-13T06:19:15,2022-09-18T10:50:52,5
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,Full Event Not Triggered,2022-09-25T19:34:57,2022-09-27T06:12:52,2
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,Full Event Not Triggered,2022-10-04T06:52:21,2022-10-06T21:20:34,3
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,Full Event Not Triggered,2022-10-14T06:21:30,2022-10-16T12:39:45,2
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,Full Event Not Triggered,2022-10-23T19:19:38,2022-10-24T06:49:02,1
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,Full Event Not Triggered,2022-10-31T07:05:45,2022-11-02T07:44:01,2
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,Full Event Not Triggered,2022-11-09T18:34:27,2022-11-10T12:35:00,1
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,Full Event Not Triggered,2022-11-17T18:28:14,2022-11-18T07:40:42,1
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,Full Event Not Triggered,2022-11-25T18:30:09,2022-11-30T07:43:05,5
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,Full Event Not Triggered,2022-12-07T18:16:17,2022-12-09T20:34:09,3
Boston University,BU Fenway,BU Fenway Trash 20 Yd,30935,Device Comm Error,2022-12-16T19:00:16,2022-12-17T05:39:53,0
Boston University,BU Fenway,BU Fenway Recycle,31175,No PSI Readings,2021-08-27T19:04:26,2021-08-30T19:37:31,3
Boston University,BU Fenway,BU Fenway Recycle,31175,No PSI Readings,2021-09-18T19:40:08,2021-09-19T19:48:15,1
Boston University,BU Fenway,BU Fenway Recycle,31175,Device Comm Error,2021-09-24T07:01:21,2021-09-24T07:16:23,0
Boston University,BU Fenway,BU Fenway Recycle,31175,Full Event Not Triggered,2021-08-24T13:58:38,2021-09-27T14:10:06,34
Boston University,BU Fenway,BU Fenway Recycle,31175,No PSI Readings,2021-09-30T19:35:44,2021-10-01T19:39:12,1
Boston University,BU Fenway,BU Fenway Recycle,31175,No PSI Readings,2021-10-17T07:14:24,2021-10-17T19:54:16,0
Boston University,BU Fenway,BU Fenway Recycle,31175,No PSI Readings,2021-10-25T19:14:08,2021-10-26T07:17:05,1
Boston University,BU Fenway,BU Fenway Recycle,31175,No PSI Readings,2021-11-14T18:15:46,2021-11-15T18:56:42,1
Boston University,BU Fenway,BU Fenway Recycle,31175,No PSI Readings,2021-12-19T05:56:51,2021-12-19T18:06:35,0
Boston University,BU Fenway,BU Fenway Recycle,31175,No PSI Readings,2022-01-10T06:02:24,2022-01-10T18:18:33,0
Boston University,BU Fenway,BU Fenway Recycle,31175,Device Comm Error,2022-01-22T05:53:14,2022-01-22T18:04:26,0
Boston University,BU Fenway,BU Fenway Recycle,31175,Full Event Not Triggered,2021-10-04T18:45:05,2022-01-25T20:28:10,114
Boston University,BU Fenway,BU Fenway Recycle,31175,Full Event Not Triggered,2022-02-02T05:45:02,2022-03-02T07:42:24,28
Boston University,BU Fenway,BU Fenway Recycle,31175,Full Event Not Triggered,2022-03-09T17:18:02,2022-03-30T22:22:11,22
Boston University,BU Fenway,BU Fenway Recycle,31175,Full Event Not Triggered,2022-04-07T05:21:50,2022-04-28T22:20:11,22
Boston University,BU Fenway,BU Fenway Recycle,31175,No PSI Readings,2022-05-31T11:34:34,2022-06-01T18:18:19,1
Boston University,BU Fenway,BU Fenway Recycle,31175,No PSI Readings,2022-06-14T05:53:07,2022-06-15T18:46:02,1
Boston University,BU Fenway,BU Fenway Recycle,31175,No PSI Readings,2022-06-30T19:01:15,2022-07-01T06:40:03,1
Boston University,BU Fenway,BU Fenway Recycle,31175,No PSI Readings,2022-07-07T18:59:45,2022-07-08T19:17:12,1
Boston University,BU Fenway,BU Fenway Recycle,31175,Device Comm Error,2022-07-24T19:16:04,2022-07-24T19:40:33,0
Boston University,BU Fenway,BU Fenway Recycle,31175,No PSI Readings,2022-08-07T18:45:16,2022-08-08T18:36:50,1
Boston University,BU Fenway,BU Fenway Recycle,31175,No PSI Readings,2022-08-16T19:49:01,2022-08-17T19:16:47,1
Boston University,BU Fenway,BU Fenway Recycle,31175,Full Event Not Triggered,2022-05-06T06:29:53,2022-09-03T21:38:58,121
Boston University,BU Fenway,BU Fenway Recycle,31175,Device Comm Error,2022-09-12T09:14:38,2022-09-12T19:18:23,0
Boston University,BU Fenway,BU Fenway Recycle,31175,Full Event Not Triggered,2022-09-11T07:11:04,2022-10-02T22:24:37,22
Boston University,BU Fenway,BU Fenway Recycle,31175,Full Event Not Triggered,2022-10-10T06:11:46,2022-10-31T08:27:31,21
Boston University,BU Fenway,BU Fenway Recycle,31175,Device Comm Error,2022-10-31T08:21:18,2022-10-31T08:27:31,0
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,Full Event Not Triggered,2021-08-25T13:42:39,2021-09-02T10:45:42,8
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,Full Event Not Triggered,2021-09-09T20:28:07,2021-09-23T07:02:52,13
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,Full Event Not Triggered,2021-09-30T07:14:28,2021-10-11T11:50:21,11
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,Device Comm Error,2021-10-13T14:48:24,2021-10-13T19:04:46,0
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,Full Event Not Triggered,2021-10-18T19:02:14,2021-10-21T07:02:52,3
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,Full Event Not Triggered,2021-10-28T07:07:18,2021-11-19T10:51:21,22
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,Full Event Not Triggered,2021-11-26T18:58:37,2021-12-03T10:27:14,7
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,Full Event Not Triggered,2021-12-10T18:03:29,2022-01-30T13:45:18,51
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,Full Event Not Triggered,2022-02-06T17:39:30,2022-02-13T14:48:21,7
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,Full Event Not Triggered,2022-02-20T17:10:26,2022-03-01T09:16:54,9
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,Full Event Not Triggered,2022-03-08T17:52:40,2022-03-20T21:34:28,13
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,Full Event Not Triggered,2022-03-28T06:28:29,2022-04-07T10:41:08,10
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,Full Event Not Triggered,2022-04-14T18:52:07,2022-04-25T08:24:22,11
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,Full Event Not Triggered,2022-05-02T18:39:18,2022-05-10T12:59:20,8
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,Full Event Not Triggered,2022-05-23T06:21:52,2022-05-23T12:13:21,0
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,Full Event Not Triggered,2022-05-31T15:11:50,2022-06-17T07:46:27,17
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,Device Comm Error,2022-09-05T20:01:12,2022-09-06T07:24:37,0
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,Full Event Not Triggered,2022-06-24T19:21:17,2022-09-14T08:42:32,82
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,Full Event Not Triggered,2022-09-21T19:17:19,2022-09-27T09:28:38,6
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,Full Event Not Triggered,2022-10-04T19:34:04,2022-10-17T18:35:59,13
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,Full Event Not Triggered,2022-10-24T19:22:45,2022-11-06T15:02:34,13
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,Device Comm Error,2022-11-22T03:16:42,2022-11-22T13:31:39,0
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,Full Event Not Triggered,2022-11-13T17:54:11,2022-12-01T08:40:08,18
Boston University,BU #18 - Warren Hall,BU #18 - Warren Hall 20 Yd,30946,Full Event Not Triggered,2022-12-08T18:46:59,2022-12-17T22:05:08,10
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,Full Event Not Triggered,2021-08-27T13:08:19,2021-09-02T14:30:19,6
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,Full Event Not Triggered,2021-09-09T20:06:03,2021-11-10T20:57:32,62
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,No PSI Readings,2021-11-27T18:21:35,2021-11-28T18:11:50,1
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,Full Event Not Triggered,2021-11-18T06:20:39,2021-12-09T08:04:11,21
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,Full Event Not Triggered,2021-12-16T18:27:56,2022-01-17T07:19:07,32
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,No PSI Readings,2021-12-24T06:08:05,2022-01-17T07:23:02,24
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,Transducer Offline,2021-12-21T18:09:05,2022-01-17T08:04:17,27
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,Transducer Replaced,2022-01-17T08:04:17,2022-01-17T08:22:48,0
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,Full Event Not Triggered,2022-01-24T18:09:27,2022-02-07T10:32:53,14
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,No PSI Readings,2022-01-20T18:02:54,2022-02-07T10:34:07,18
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,Transducer Offline,2022-01-17T08:22:48,2022-02-08T05:23:29,22
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,Transducer Replaced,2022-02-08T17:52:17,2022-02-08T18:02:37,0
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,Full Event Not Triggered,2022-02-15T18:10:00,2022-02-22T10:27:43,7
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,Transducer Offline,2022-02-08T18:02:37,2022-02-22T10:29:43,14
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,No PSI Readings,2022-02-16T18:15:04,2022-02-22T10:29:43,6
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,Full Event Not Triggered,2022-03-01T17:57:41,2022-03-03T20:35:23,3
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,Full Event Not Triggered,2022-03-11T05:41:42,2022-03-22T08:38:24,11
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,Full Event Not Triggered,2022-03-29T18:42:58,2022-04-01T15:20:16,3
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,Full Event Not Triggered,2022-04-08T18:43:03,2022-04-13T20:43:01,6
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,Full Event Not Triggered,2022-04-21T06:19:23,2022-04-27T09:05:22,6
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,Full Event Not Triggered,2022-05-04T18:28:24,2022-05-06T16:36:12,2
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,Full Event Not Triggered,2022-05-13T18:06:19,2022-06-01T13:44:39,19
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,Full Event Not Triggered,2022-06-08T18:35:06,2022-06-29T09:30:52,21
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,Full Event Not Triggered,2022-07-06T18:53:51,2022-08-09T11:40:55,34
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,Full Event Not Triggered,2022-08-16T19:02:38,2022-09-07T19:18:23,22
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,Full Event Not Triggered,2022-09-14T19:44:21,2022-09-21T16:28:16,7
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,Full Event Not Triggered,2022-09-28T19:25:10,2022-10-03T15:35:14,5
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,Full Event Not Triggered,2022-10-10T19:22:33,2022-10-14T15:48:04,4
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,Full Event Not Triggered,2022-10-21T19:05:03,2022-10-26T18:33:39,5
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,Full Event Not Triggered,2022-11-02T19:45:13,2022-11-10T15:51:12,8
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,Full Event Not Triggered,2022-11-17T17:34:12,2022-11-20T08:32:04,3
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,Full Event Not Triggered,2022-11-27T17:54:13,2022-12-08T13:04:38,11
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,No PSI Readings,2022-12-26T18:42:49,2022-12-30T05:13:53,4
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union 35 Yd,31165,No PSI Readings,2023-01-01T17:34:35,2023-01-03T17:53:55,2
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union Organic 20 yrd,31191,Full Event Not Triggered,2021-08-27T13:02:41,2021-11-04T07:47:18,69
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union Organic 20 yrd,31191,No PSI Readings,2021-11-27T18:32:56,2021-11-28T18:15:37,1
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union Organic 20 yrd,31191,No PSI Readings,2021-12-23T18:28:43,2021-12-29T18:26:47,6
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union Organic 20 yrd,31191,No PSI Readings,2022-01-01T17:52:49,2022-01-04T18:14:34,3
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union Organic 20 yrd,31191,No PSI Readings,2022-01-07T17:58:19,2022-01-10T17:55:35,3
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union Organic 20 yrd,31191,No PSI Readings,2022-02-07T18:13:53,2022-02-09T18:00:54,2
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union Organic 20 yrd,31191,Full Event Not Triggered,2021-11-11T19:14:59,2022-02-14T18:40:45,94
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union Organic 20 yrd,31191,Full Event Not Triggered,2022-02-22T05:41:34,2022-02-25T15:13:20,3
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union Organic 20 yrd,31191,Full Event Not Triggered,2022-03-04T18:07:48,2022-03-23T13:04:53,19
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union Organic 20 yrd,31191,Full Event Not Triggered,2022-03-30T18:46:50,2022-04-17T13:04:40,18
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union Organic 20 yrd,31191,No PSI Readings,2022-07-03T18:56:07,2022-07-04T19:28:12,1
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union Organic 20 yrd,31191,No PSI Readings,2022-08-07T19:37:28,2022-08-08T19:05:13,1
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union Organic 20 yrd,31191,No PSI Readings,2022-08-14T19:13:32,2022-08-15T19:07:24,1
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union Organic 20 yrd,31191,No PSI Readings,2022-08-20T19:37:25,2022-08-22T19:20:00,2
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union Organic 20 yrd,31191,Device Comm Error,2022-09-13T07:00:46,2022-09-13T19:22:54,0
Boston University,BU #93 George Sherman Union,BU #93 George Sherman Union Organic 20 yrd,31191,No PSI Readings,2022-11-25T18:17:03,2022-11-28T18:51:57,3
Boston University,BU #38 Life Sciences,BU #38 Life Sciences 20 Yd,31201,Device Comm Error,2021-10-04T20:05:45,2021-10-05T06:50:34,0
Boston University,BU #38 Life Sciences,BU #38 Life Sciences 20 Yd,31201,Full Event Not Triggered,2021-08-30T15:05:17,2021-11-18T16:05:59,80
Boston University,BU #38 Life Sciences,BU #38 Life Sciences 20 Yd,31201,No PSI Readings,2021-11-22T18:37:27,2021-11-23T14:51:06,1
Boston University,BU #38 Life Sciences,BU #38 Life Sciences 20 Yd,31201,Device Comm Error,2021-12-11T06:10:10,2021-12-11T06:20:12,0
Boston University,BU #38 Life Sciences,BU #38 Life Sciences 20 Yd,31201,Device Comm Error,2021-12-26T02:31:25,2021-12-27T00:09:49,1
Boston University,BU #38 Life Sciences,BU #38 Life Sciences 20 Yd,31201,No PSI Readings,2022-01-01T06:00:38,2022-01-03T17:29:01,2
Boston University,BU #38 Life Sciences,BU #38 Life Sciences 20 Yd,31201,Device Comm Error,2022-05-20T18:50:43,2022-05-20T18:58:38,0
Boston University,BU #38 Life Sciences,BU #38 Life Sciences 20 Yd,31201,Full Event Not Triggered,2021-11-25T18:48:01,2022-06-08T14:21:30,195
Boston University,BU #38 Life Sciences,BU #38 Life Sciences 20 Yd,31201,Full Event Not Triggered,2022-06-15T18:50:41,2022-07-06T07:33:18,21
Boston University,BU #38 Life Sciences,BU #38 Life Sciences 20 Yd,31201,No PSI Readings,2022-07-11T07:03:51,2022-07-11T19:19:40,0
Boston University,BU #38 Life Sciences,BU #38 Life Sciences 20 Yd,31201,Full Event Not Triggered,2022-07-13T11:03:04,2022-08-05T08:41:38,23
Boston University,BU #38 Life Sciences,BU #38 Life Sciences 20 Yd,31201,Full Event Not Triggered,2022-08-12T19:01:34,2022-09-01T10:39:35,20
Boston University,BU #38 Life Sciences,BU #38 Life Sciences 20 Yd,31201,Full Event Not Triggered,2022-09-08T19:34:30,2022-09-20T14:40:25,12
Boston University,BU #38 Life Sciences,BU #38 Life Sciences 20 Yd,31201,Device Comm Error,2022-10-07T19:23:42,2022-10-08T07:04:58,1
Boston University,BU #38 Life Sciences,BU #38 Life Sciences 20 Yd,31201,Full Event Not Triggered,2022-09-27T19:21:51,2022-10-18T07:20:06,21
Boston University,BU #38 Life Sciences,BU #38 Life Sciences 20 Yd,31201,Full Event Not Triggered,2022-10-25T07:28:45,2022-11-10T07:44:24,16
Boston University,BU #38 Life Sciences,BU #38 Life Sciences 20 Yd,31201,Device Comm Error,2022-11-19T06:09:47,2022-11-19T06:30:34,0
Boston University,BU #38 Life Sciences,BU #38 Life Sciences 20 Yd,31201,Full Event Not Triggered,2022-11-17T17:27:56,2022-12-12T09:39:22,25
Boston University,BU #108 Agganis Arena,BU #108 Agganis Arena 35 Yd,30851,Full Event Not Triggered,2021-09-07T12:55:59,2021-10-20T21:52:57,44
Boston University,BU #108 Agganis Arena,BU #108 Agganis Arena 35 Yd,30851,Full Event Not Triggered,2021-10-28T07:42:29,2021-11-20T00:31:28,23
Boston University,BU #108 Agganis Arena,BU #108 Agganis Arena 35 Yd,30851,Device Comm Error,2022-01-07T05:28:12,2022-01-07T17:50:15,0
Boston University,BU #108 Agganis Arena,BU #108 Agganis Arena 35 Yd,30851,Full Event Not Triggered,2021-11-27T05:55:04,2022-02-04T16:34:51,69
Boston University,BU #108 Agganis Arena,BU #108 Agganis Arena 35 Yd,30851,Full Event Not Triggered,2022-02-11T17:20:46,2022-05-05T22:16:24,84
Boston University,BU #108 Agganis Arena,BU #108 Agganis Arena 35 Yd,30851,Full Event Not Triggered,2022-05-13T06:03:43,2022-05-22T19:43:42,9
Boston University,BU #108 Agganis Arena,BU #108 Agganis Arena 35 Yd,30851,Full Event Not Triggered,2022-05-31T13:03:40,2022-06-22T16:58:12,22
Boston University,BU #108 Agganis Arena,BU #108 Agganis Arena 35 Yd,30851,Full Event Not Triggered,2022-06-29T19:37:33,2022-09-06T22:15:58,70
Boston University,BU #108 Agganis Arena,BU #108 Agganis Arena 35 Yd,30851,No PSI Readings,2022-10-05T07:07:53,2022-10-05T19:37:24,0
Boston University,BU #108 Agganis Arena,BU #108 Agganis Arena 35 Yd,30851,Full Event Not Triggered,2022-09-16T19:20:00,2022-10-27T06:12:39,41
Boston University,BU #108 Agganis Arena,BU #108 Agganis Arena 35 Yd,30851,Full Event Not Triggered,2022-11-03T06:41:39,2022-11-17T16:20:50,14
Boston University,BU #108 Agganis Arena,BU #108 Agganis Arena 35 Yd,30851,Full Event Not Triggered,2022-11-24T18:28:31,2022-12-18T07:20:25,24
Boston University,BU MED - 15 Stoughton,BU MED - 15 Stoughton 35 Yd,31172,Device Comm Error,2021-11-06T20:02:22,2021-11-07T06:48:28,0
Boston University,BU MED - 15 Stoughton,BU MED - 15 Stoughton 35 Yd,31172,Device Comm Error,2022-01-12T14:22:16,2022-01-13T07:51:02,1
Boston University,BU MED - 15 Stoughton,BU MED - 15 Stoughton 35 Yd,31172,Device Comm Error,2022-02-16T17:20:12,2022-02-16T18:09:51,0
Boston University,BU MED - 15 Stoughton,BU MED - 15 Stoughton 35 Yd,31172,Device Comm Error,2022-08-13T19:27:06,2022-08-14T07:12:12,1
Boston University,BU MED - 15 Stoughton,BU MED - 15 Stoughton 35 Yd,31172,Device Comm Error,2022-08-14T19:54:12,2022-08-15T06:51:45,1
Boston University,BU MED - 15 Stoughton,BU MED - 15 Stoughton 35 Yd,31172,No PSI Readings,2022-12-26T18:08:49,2022-12-27T17:53:55,1
Boston University,BU MED - 15 Stoughton,BU MED - 15 Stoughton 35 Yd,31172,No PSI Readings,2023-01-02T17:49:32,2023-01-03T17:50:58,1
Boston University,BU Med 700,BU Med 700 Albany 20 Yd,31185,Full Event Not Triggered,2021-09-22T15:45:42,2021-09-24T13:10:35,2
Boston University,BU Med 700,BU Med 700 Albany 20 Yd,31185,Device Comm Error,2021-09-29T04:20:42,2021-10-01T14:17:42,2
Boston University,BU Med 700,BU Med 700 Albany 20 Yd,31185,No PSI Readings,2021-10-01T04:36:00,2021-10-01T14:19:14,0
Boston University,BU Med 700,BU Med 700 Albany 20 Yd,31185,Full Event Not Triggered,2021-10-01T14:17:42,2021-10-26T11:57:38,25
Boston University,BU Med 700,BU Med 700 Albany 20 Yd,31185,Full Event Not Triggered,2021-11-02T19:53:24,2021-11-16T17:22:49,14
Boston University,BU Med 700,BU Med 700 Albany 20 Yd,31185,Full Event Not Triggered,2021-11-23T18:41:17,2021-12-10T15:42:47,17
